#time   N           P           Z
134.86111 0.11284E+01 0.10009E+00 0.77150E+00
134.93056 0.11347E+01 0.99151E-01 0.76614E+00
135.00000 0.11409E+01 0.98287E-01 0.76077E+00
135.06944 0.11471E+01 0.97498E-01 0.75540E+00
135.13889 0.11532E+01 0.96782E-01 0.75002E+00
135.20833 0.11592E+01 0.96137E-01 0.74465E+00
135.27778 0.11651E+01 0.95563E-01 0.73929E+00
135.34722 0.11710E+01 0.95058E-01 0.73394E+00
135.41667 0.11768E+01 0.94619E-01 0.72861E+00
135.48611 0.11825E+01 0.94248E-01 0.72330E+00
135.55556 0.11880E+01 0.93941E-01 0.71801E+00
135.62500 0.11936E+01 0.93699E-01 0.71274E+00
135.69444 0.11990E+01 0.93520E-01 0.70751E+00
135.76389 0.12043E+01 0.93404E-01 0.70230E+00
135.83333 0.12095E+01 0.93350E-01 0.69713E+00
135.90278 0.12146E+01 0.93358E-01 0.69200E+00
135.97222 0.12197E+01 0.93427E-01 0.68691E+00
136.04167 0.12246E+01 0.93556E-01 0.68186E+00
136.11111 0.12294E+01 0.93746E-01 0.67685E+00
136.18056 0.12341E+01 0.93996E-01 0.67189E+00
136.25000 0.12387E+01 0.94306E-01 0.66698E+00
136.31944 0.12432E+01 0.94675E-01 0.66212E+00
136.38889 0.12476E+01 0.95105E-01 0.65731E+00
136.45833 0.12519E+01 0.95595E-01 0.65255E+00
136.52778 0.12560E+01 0.96145E-01 0.64786E+00
136.59722 0.12600E+01 0.96756E-01 0.64322E+00
136.66667 0.12639E+01 0.97428E-01 0.63864E+00
136.73611 0.12677E+01 0.98161E-01 0.63413E+00
136.80556 0.12714E+01 0.98956E-01 0.62967E+00
136.87500 0.12749E+01 0.99813E-01 0.62529E+00
136.94444 0.12783E+01 0.10073E+00 0.62097E+00
137.01389 0.12816E+01 0.10172E+00 0.61672E+00
137.08333 0.12847E+01 0.10277E+00 0.61254E+00
137.15278 0.12877E+01 0.10388E+00 0.60843E+00
137.22222 0.12906E+01 0.10506E+00 0.60439E+00
137.29167 0.12933E+01 0.10631E+00 0.60043E+00
137.36111 0.12958E+01 0.10762E+00 0.59654E+00
137.43056 0.12983E+01 0.10900E+00 0.59273E+00
137.50000 0.13005E+01 0.11046E+00 0.58901E+00
137.56944 0.13027E+01 0.11198E+00 0.58536E+00
137.63889 0.13046E+01 0.11358E+00 0.58179E+00
137.70833 0.13064E+01 0.11525E+00 0.57831E+00
137.77778 0.13081E+01 0.11700E+00 0.57491E+00
137.84722 0.13096E+01 0.11882E+00 0.57159E+00
137.91667 0.13109E+01 0.12072E+00 0.56837E+00
137.98611 0.13121E+01 0.12270E+00 0.56523E+00
138.05556 0.13130E+01 0.12476E+00 0.56219E+00
138.12500 0.13139E+01 0.12691E+00 0.55923E+00
138.19444 0.13145E+01 0.12913E+00 0.55637E+00
138.26389 0.13149E+01 0.13144E+00 0.55361E+00
138.33333 0.13152E+01 0.13384E+00 0.55094E+00
138.40278 0.13153E+01 0.13633E+00 0.54837E+00
138.47222 0.13152E+01 0.13890E+00 0.54590E+00
138.54167 0.13149E+01 0.14157E+00 0.54353E+00
138.61111 0.13144E+01 0.14433E+00 0.54127E+00
138.68056 0.13137E+01 0.14718E+00 0.53910E+00
138.75000 0.13128E+01 0.15012E+00 0.53705E+00
138.81944 0.13117E+01 0.15317E+00 0.53510E+00
138.88889 0.13104E+01 0.15631E+00 0.53327E+00
138.95833 0.13089E+01 0.15955E+00 0.53155E+00
139.02778 0.13072E+01 0.16289E+00 0.52994E+00
139.09722 0.13052E+01 0.16632E+00 0.52844E+00
139.16667 0.13031E+01 0.16987E+00 0.52707E+00
139.23611 0.13007E+01 0.17351E+00 0.52581E+00
139.30556 0.12981E+01 0.17725E+00 0.52468E+00
139.37500 0.12952E+01 0.18110E+00 0.52366E+00
139.44444 0.12922E+01 0.18506E+00 0.52278E+00
139.51389 0.12889E+01 0.18911E+00 0.52202E+00
139.58333 0.12853E+01 0.19327E+00 0.52140E+00
139.65278 0.12816E+01 0.19753E+00 0.52090E+00
139.72222 0.12776E+01 0.20190E+00 0.52055E+00
139.79167 0.12733E+01 0.20636E+00 0.52032E+00
139.86111 0.12688E+01 0.21092E+00 0.52024E+00
139.93056 0.12641E+01 0.21558E+00 0.52030E+00
140.00000 0.12592E+01 0.22034E+00 0.52050E+00
140.06944 0.12540E+01 0.22519E+00 0.52085E+00
140.13889 0.12485E+01 0.23013E+00 0.52135E+00
140.20833 0.12428E+01 0.23516E+00 0.52200E+00
140.27778 0.12369E+01 0.24027E+00 0.52281E+00
140.34722 0.12308E+01 0.24547E+00 0.52377E+00
140.41667 0.12244E+01 0.25073E+00 0.52488E+00
140.48611 0.12178E+01 0.25607E+00 0.52616E+00
140.55556 0.12109E+01 0.26147E+00 0.52760E+00
140.62500 0.12039E+01 0.26692E+00 0.52921E+00
140.69444 0.11966E+01 0.27243E+00 0.53098E+00
140.76389 0.11891E+01 0.27798E+00 0.53293E+00
140.83333 0.11814E+01 0.28357E+00 0.53504E+00
140.90278 0.11735E+01 0.28918E+00 0.53733E+00
140.97222 0.11654E+01 0.29480E+00 0.53979E+00
141.04167 0.11571E+01 0.30044E+00 0.54244E+00
141.11111 0.11487E+01 0.30607E+00 0.54526E+00
141.18056 0.11401E+01 0.31168E+00 0.54826E+00
141.25000 0.11313E+01 0.31727E+00 0.55144E+00
141.31944 0.11224E+01 0.32282E+00 0.55480E+00
141.38889 0.11133E+01 0.32832E+00 0.55835E+00
141.45833 0.11042E+01 0.33375E+00 0.56208E+00
141.52778 0.10949E+01 0.33910E+00 0.56600E+00
141.59722 0.10856E+01 0.34435E+00 0.57010E+00
141.66667 0.10761E+01 0.34950E+00 0.57438E+00
141.73611 0.10666E+01 0.35452E+00 0.57885E+00
141.80556 0.10571E+01 0.35940E+00 0.58350E+00
141.87500 0.10475E+01 0.36412E+00 0.58833E+00
141.94444 0.10380E+01 0.36868E+00 0.59334E+00
142.01389 0.10284E+01 0.37304E+00 0.59853E+00
142.08333 0.10189E+01 0.37720E+00 0.60389E+00
142.15278 0.10094E+01 0.38114E+00 0.60942E+00
142.22222 0.10000E+01 0.38485E+00 0.61513E+00
142.29167 0.99070E+00 0.38831E+00 0.62099E+00
142.36111 0.98148E+00 0.39150E+00 0.62702E+00
142.43056 0.97239E+00 0.39441E+00 0.63320E+00
142.50000 0.96344E+00 0.39704E+00 0.63952E+00
142.56944 0.95466E+00 0.39935E+00 0.64599E+00
142.63889 0.94605E+00 0.40135E+00 0.65259E+00
142.70833 0.93765E+00 0.40303E+00 0.65932E+00
142.77778 0.92946E+00 0.40437E+00 0.66617E+00
142.84722 0.92151E+00 0.40536E+00 0.67313E+00
142.91667 0.91382E+00 0.40600E+00 0.68018E+00
142.98611 0.90639E+00 0.40628E+00 0.68733E+00
143.05556 0.89924E+00 0.40620E+00 0.69455E+00
143.12500 0.89239E+00 0.40576E+00 0.70185E+00
143.19444 0.88586E+00 0.40495E+00 0.70919E+00
143.26389 0.87964E+00 0.40378E+00 0.71658E+00
143.33333 0.87376E+00 0.40224E+00 0.72400E+00
143.40278 0.86823E+00 0.40034E+00 0.73143E+00
143.47222 0.86304E+00 0.39809E+00 0.73887E+00
143.54167 0.85822E+00 0.39549E+00 0.74629E+00
143.61111 0.85377E+00 0.39255E+00 0.75368E+00
143.68056 0.84968E+00 0.38928E+00 0.76103E+00
143.75000 0.84598E+00 0.38570E+00 0.76832E+00
143.81944 0.84265E+00 0.38180E+00 0.77554E+00
143.88889 0.83971E+00 0.37762E+00 0.78267E+00
143.95833 0.83715E+00 0.37316E+00 0.78969E+00
144.02778 0.83497E+00 0.36844E+00 0.79660E+00
144.09722 0.83316E+00 0.36347E+00 0.80336E+00
144.16667 0.83174E+00 0.35828E+00 0.80998E+00
144.23611 0.83069E+00 0.35288E+00 0.81643E+00
144.30556 0.83001E+00 0.34729E+00 0.82270E+00
144.37500 0.82970E+00 0.34153E+00 0.82877E+00
144.44444 0.82974E+00 0.33562E+00 0.83464E+00
144.51389 0.83014E+00 0.32958E+00 0.84029E+00
144.58333 0.83088E+00 0.32342E+00 0.84570E+00
144.65278 0.83195E+00 0.31717E+00 0.85087E+00
144.72222 0.83336E+00 0.31085E+00 0.85579E+00
144.79167 0.83508E+00 0.30448E+00 0.86044E+00
144.86111 0.83711E+00 0.29807E+00 0.86482E+00
144.93056 0.83944E+00 0.29163E+00 0.86892E+00
145.00000 0.84207E+00 0.28520E+00 0.87274E+00
145.06944 0.84497E+00 0.27878E+00 0.87626E+00
145.13889 0.84813E+00 0.27238E+00 0.87948E+00
145.20833 0.85156E+00 0.26603E+00 0.88241E+00
145.27778 0.85523E+00 0.25974E+00 0.88503E+00
145.34722 0.85914E+00 0.25351E+00 0.88735E+00
145.41667 0.86327E+00 0.24737E+00 0.88936E+00
145.48611 0.86762E+00 0.24131E+00 0.89107E+00
145.55556 0.87217E+00 0.23536E+00 0.89247E+00
145.62500 0.87692E+00 0.22951E+00 0.89357E+00
145.69444 0.88185E+00 0.22378E+00 0.89437E+00
145.76389 0.88695E+00 0.21817E+00 0.89488E+00
145.83333 0.89221E+00 0.21269E+00 0.89510E+00
145.90278 0.89762E+00 0.20735E+00 0.89503E+00
145.97222 0.90318E+00 0.20214E+00 0.89468E+00
146.04167 0.90887E+00 0.19708E+00 0.89406E+00
146.11111 0.91468E+00 0.19215E+00 0.89317E+00
146.18056 0.92060E+00 0.18738E+00 0.89202E+00
146.25000 0.92663E+00 0.18275E+00 0.89062E+00
146.31944 0.93276E+00 0.17826E+00 0.88898E+00
146.38889 0.93897E+00 0.17393E+00 0.88710E+00
146.45833 0.94527E+00 0.16974E+00 0.88499E+00
146.52778 0.95164E+00 0.16570E+00 0.88267E+00
146.59722 0.95807E+00 0.16180E+00 0.88013E+00
146.66667 0.96456E+00 0.15805E+00 0.87740E+00
146.73611 0.97109E+00 0.15444E+00 0.87447E+00
146.80556 0.97767E+00 0.15097E+00 0.87136E+00
146.87500 0.98429E+00 0.14763E+00 0.86807E+00
146.94444 0.99094E+00 0.14444E+00 0.86462E+00
147.01389 0.99761E+00 0.14137E+00 0.86102E+00
147.08333 0.10043E+01 0.13844E+00 0.85726E+00
147.15278 0.10110E+01 0.13563E+00 0.85337E+00
147.22222 0.10177E+01 0.13294E+00 0.84934E+00
147.29167 0.10244E+01 0.13038E+00 0.84520E+00
147.36111 0.10311E+01 0.12793E+00 0.84094E+00
147.43056 0.10378E+01 0.12560E+00 0.83657E+00
147.50000 0.10445E+01 0.12338E+00 0.83210E+00
147.56944 0.10512E+01 0.12128E+00 0.82754E+00
147.63889 0.10578E+01 0.11927E+00 0.82290E+00
147.70833 0.10644E+01 0.11737E+00 0.81818E+00
147.77778 0.10710E+01 0.11558E+00 0.81339E+00
147.84722 0.10776E+01 0.11388E+00 0.80853E+00
147.91667 0.10841E+01 0.11227E+00 0.80362E+00
147.98611 0.10906E+01 0.11076E+00 0.79866E+00
148.05556 0.10970E+01 0.10934E+00 0.79365E+00
148.12500 0.11034E+01 0.10800E+00 0.78860E+00
148.19444 0.11097E+01 0.10675E+00 0.78352E+00
148.26389 0.11160E+01 0.10559E+00 0.77841E+00
148.33333 0.11222E+01 0.10451E+00 0.77327E+00
148.40278 0.11284E+01 0.10350E+00 0.76812E+00
148.47222 0.11345E+01 0.10257E+00 0.76295E+00
148.54167 0.11405E+01 0.10172E+00 0.75778E+00
148.61111 0.11465E+01 0.10095E+00 0.75259E+00
148.68056 0.11523E+01 0.10024E+00 0.74741E+00
148.75000 0.11582E+01 0.99611E-01 0.74223E+00
148.81944 0.11639E+01 0.99048E-01 0.73706E+00
148.88889 0.11696E+01 0.98553E-01 0.73189E+00
148.95833 0.11751E+01 0.98126E-01 0.72675E+00
149.02778 0.11806E+01 0.97765E-01 0.72161E+00
149.09722 0.11860E+01 0.97469E-01 0.71650E+00
149.16667 0.11913E+01 0.97237E-01 0.71142E+00
149.23611 0.11966E+01 0.97069E-01 0.70636E+00
149.30556 0.12017E+01 0.96964E-01 0.70132E+00
149.37500 0.12068E+01 0.96921E-01 0.69633E+00
149.44444 0.12117E+01 0.96940E-01 0.69136E+00
149.51389 0.12165E+01 0.97020E-01 0.68644E+00
149.58333 0.12213E+01 0.97161E-01 0.68155E+00
149.65278 0.12259E+01 0.97363E-01 0.67671E+00
149.72222 0.12305E+01 0.97625E-01 0.67191E+00
149.79167 0.12349E+01 0.97947E-01 0.66716E+00
149.86111 0.12392E+01 0.98330E-01 0.66246E+00
149.93056 0.12434E+01 0.98772E-01 0.65781E+00
150.00000 0.12475E+01 0.99276E-01 0.65321E+00
150.06944 0.12515E+01 0.99839E-01 0.64866E+00
150.13889 0.12554E+01 0.10046E+00 0.64418E+00
150.20833 0.12591E+01 0.10115E+00 0.63975E+00
150.27778 0.12627E+01 0.10190E+00 0.63538E+00
150.34722 0.12662E+01 0.10271E+00 0.63108E+00
150.41667 0.12696E+01 0.10358E+00 0.62684E+00
150.48611 0.12728E+01 0.10451E+00 0.62266E+00
150.55556 0.12759E+01 0.10551E+00 0.61855E+00
150.62500 0.12789E+01 0.10658E+00 0.61451E+00
150.69444 0.12818E+01 0.10770E+00 0.61054E+00
150.76389 0.12845E+01 0.10890E+00 0.60665E+00
150.83333 0.12870E+01 0.11016E+00 0.60282E+00
150.90278 0.12894E+01 0.11149E+00 0.59907E+00
150.97222 0.12917E+01 0.11289E+00 0.59540E+00
151.04167 0.12938E+01 0.11435E+00 0.59180E+00
151.11111 0.12958E+01 0.11589E+00 0.58828E+00
151.18056 0.12976E+01 0.11750E+00 0.58485E+00
151.25000 0.12993E+01 0.11919E+00 0.58149E+00
151.31944 0.13008E+01 0.12095E+00 0.57822E+00
151.38889 0.13022E+01 0.12278E+00 0.57504E+00
151.45833 0.13034E+01 0.12469E+00 0.57194E+00
151.52778 0.13044E+01 0.12668E+00 0.56893E+00
151.59722 0.13052E+01 0.12875E+00 0.56601E+00
151.66667 0.13059E+01 0.13090E+00 0.56318E+00
151.73611 0.13064E+01 0.13313E+00 0.56044E+00
151.80556 0.13068E+01 0.13544E+00 0.55780E+00
151.87500 0.13069E+01 0.13784E+00 0.55525E+00
151.94444 0.13069E+01 0.14032E+00 0.55280E+00
152.01389 0.13067E+01 0.14289E+00 0.55045E+00
152.08333 0.13062E+01 0.14555E+00 0.54820E+00
152.15278 0.13056E+01 0.14830E+00 0.54605E+00
152.22222 0.13048E+01 0.15114E+00 0.54401E+00
152.29167 0.13039E+01 0.15407E+00 0.54207E+00
152.36111 0.13027E+01 0.15710E+00 0.54024E+00
152.43056 0.13013E+01 0.16022E+00 0.53852E+00
152.50000 0.12997E+01 0.16343E+00 0.53691E+00
152.56944 0.12979E+01 0.16674E+00 0.53541E+00
152.63889 0.12958E+01 0.17014E+00 0.53403E+00
152.70833 0.12936E+01 0.17364E+00 0.53276E+00
152.77778 0.12911E+01 0.17724E+00 0.53162E+00
152.84722 0.12885E+01 0.18094E+00 0.53059E+00
152.91667 0.12856E+01 0.18473E+00 0.52968E+00
152.98611 0.12825E+01 0.18862E+00 0.52891E+00
153.05556 0.12791E+01 0.19261E+00 0.52825E+00
153.12500 0.12756E+01 0.19669E+00 0.52773E+00
153.19444 0.12718E+01 0.20087E+00 0.52734E+00
153.26389 0.12678E+01 0.20515E+00 0.52708E+00
153.33333 0.12635E+01 0.20952E+00 0.52695E+00
153.40278 0.12591E+01 0.21397E+00 0.52697E+00
153.47222 0.12544E+01 0.21852E+00 0.52712E+00
153.54167 0.12494E+01 0.22316E+00 0.52741E+00
153.61111 0.12443E+01 0.22787E+00 0.52785E+00
153.68056 0.12389E+01 0.23267E+00 0.52844E+00
153.75000 0.12333E+01 0.23755E+00 0.52917E+00
153.81944 0.12274E+01 0.24250E+00 0.53006E+00
153.88889 0.12214E+01 0.24752E+00 0.53109E+00
153.95833 0.12151E+01 0.25261E+00 0.53229E+00
154.02778 0.12086E+01 0.25775E+00 0.53364E+00
154.09722 0.12019E+01 0.26295E+00 0.53515E+00
154.16667 0.11950E+01 0.26819E+00 0.53682E+00
154.23611 0.11879E+01 0.27347E+00 0.53865E+00
154.30556 0.11806E+01 0.27878E+00 0.54065E+00
154.37500 0.11731E+01 0.28411E+00 0.54282E+00
154.44444 0.11654E+01 0.28946E+00 0.54515E+00
154.51389 0.11575E+01 0.29482E+00 0.54766E+00
154.58333 0.11495E+01 0.30017E+00 0.55033E+00
154.65278 0.11413E+01 0.30551E+00 0.55318E+00
154.72222 0.11330E+01 0.31082E+00 0.55620E+00
154.79167 0.11245E+01 0.31609E+00 0.55940E+00
154.86111 0.11159E+01 0.32131E+00 0.56277E+00
154.93056 0.11072E+01 0.32648E+00 0.56632E+00
155.00000 0.10984E+01 0.33156E+00 0.57005E+00
155.06944 0.10895E+01 0.33656E+00 0.57395E+00
155.13889 0.10805E+01 0.34146E+00 0.57802E+00
155.20833 0.10715E+01 0.34624E+00 0.58227E+00
155.27778 0.10624E+01 0.35089E+00 0.58670E+00
155.34722 0.10533E+01 0.35540E+00 0.59130E+00
155.41667 0.10442E+01 0.35975E+00 0.59607E+00
155.48611 0.10351E+01 0.36392E+00 0.60100E+00
155.55556 0.10260E+01 0.36791E+00 0.60611E+00
155.62500 0.10169E+01 0.37169E+00 0.61137E+00
155.69444 0.10079E+01 0.37526E+00 0.61680E+00
155.76389 0.99902E+00 0.37860E+00 0.62238E+00
155.83333 0.99020E+00 0.38169E+00 0.62812E+00
155.90278 0.98148E+00 0.38452E+00 0.63400E+00
155.97222 0.97290E+00 0.38709E+00 0.64002E+00
156.04167 0.96446E+00 0.38937E+00 0.64618E+00
156.11111 0.95618E+00 0.39136E+00 0.65246E+00
156.18056 0.94809E+00 0.39304E+00 0.65886E+00
156.25000 0.94020E+00 0.39442E+00 0.66538E+00
156.31944 0.93252E+00 0.39548E+00 0.67201E+00
156.38889 0.92507E+00 0.39620E+00 0.67872E+00
156.45833 0.91787E+00 0.39660E+00 0.68553E+00
156.52778 0.91093E+00 0.39666E+00 0.69241E+00
156.59722 0.90426E+00 0.39638E+00 0.69935E+00
156.66667 0.89789E+00 0.39576E+00 0.70635E+00
156.73611 0.89181E+00 0.39480E+00 0.71340E+00
156.80556 0.88604E+00 0.39350E+00 0.72047E+00
156.87500 0.88059E+00 0.39186E+00 0.72756E+00
156.94444 0.87546E+00 0.38988E+00 0.73465E+00
157.01389 0.87068E+00 0.38758E+00 0.74174E+00
157.08333 0.86624E+00 0.38496E+00 0.74880E+00
157.15278 0.86215E+00 0.38203E+00 0.75582E+00
157.22222 0.85841E+00 0.37879E+00 0.76280E+00
157.29167 0.85503E+00 0.37526E+00 0.76971E+00
157.36111 0.85201E+00 0.37146E+00 0.77653E+00
157.43056 0.84935E+00 0.36738E+00 0.78327E+00
157.50000 0.84705E+00 0.36306E+00 0.78989E+00
157.56944 0.84511E+00 0.35849E+00 0.79639E+00
157.63889 0.84354E+00 0.35371E+00 0.80276E+00
157.70833 0.84231E+00 0.34872E+00 0.80897E+00
157.77778 0.84145E+00 0.34354E+00 0.81501E+00
157.84722 0.84093E+00 0.33819E+00 0.82088E+00
157.91667 0.84075E+00 0.33269E+00 0.82656E+00
157.98611 0.84092E+00 0.32705E+00 0.83203E+00
158.05556 0.84141E+00 0.32130E+00 0.83729E+00
158.12500 0.84223E+00 0.31545E+00 0.84232E+00
158.19444 0.84337E+00 0.30951E+00 0.84712E+00
158.26389 0.84482E+00 0.30351E+00 0.85167E+00
158.33333 0.84657E+00 0.29746E+00 0.85597E+00
158.40278 0.84861E+00 0.29138E+00 0.86001E+00
158.47222 0.85093E+00 0.28528E+00 0.86378E+00
158.54167 0.85353E+00 0.27919E+00 0.86728E+00
158.61111 0.85639E+00 0.27311E+00 0.87050E+00
158.68056 0.85950E+00 0.26706E+00 0.87344E+00
158.75000 0.86286E+00 0.26105E+00 0.87609E+00
158.81944 0.86646E+00 0.25509E+00 0.87846E+00
158.88889 0.87027E+00 0.24919E+00 0.88053E+00
158.95833 0.87430E+00 0.24338E+00 0.88232E+00
159.02778 0.87854E+00 0.23764E+00 0.88382E+00
159.09722 0.88296E+00 0.23200E+00 0.88503E+00
159.16667 0.88757E+00 0.22647E+00 0.88596E+00
159.23611 0.89236E+00 0.22104E+00 0.88661E+00
159.30556 0.89730E+00 0.21572E+00 0.88698E+00
159.37500 0.90240E+00 0.21053E+00 0.88707E+00
159.44444 0.90765E+00 0.20545E+00 0.88690E+00
159.51389 0.91303E+00 0.20051E+00 0.88646E+00
159.58333 0.91854E+00 0.19570E+00 0.88576E+00
159.65278 0.92416E+00 0.19102E+00 0.88481E+00
159.72222 0.92990E+00 0.18648E+00 0.88362E+00
159.79167 0.93573E+00 0.18207E+00 0.88219E+00
159.86111 0.94166E+00 0.17780E+00 0.88054E+00
159.93056 0.94767E+00 0.17367E+00 0.87866E+00
160.00000 0.95376E+00 0.16968E+00 0.87656E+00
160.06944 0.95991E+00 0.16583E+00 0.87426E+00
160.13889 0.96613E+00 0.16211E+00 0.87176E+00
160.20833 0.97241E+00 0.15852E+00 0.86907E+00
160.27778 0.97873E+00 0.15507E+00 0.86620E+00
160.34722 0.98509E+00 0.15175E+00 0.86316E+00
160.41667 0.99149E+00 0.14856E+00 0.85995E+00
160.48611 0.99791E+00 0.14550E+00 0.85659E+00
160.55556 0.10044E+01 0.14256E+00 0.85308E+00
160.62500 0.10108E+01 0.13975E+00 0.84942E+00
160.69444 0.10173E+01 0.13706E+00 0.84564E+00
160.76389 0.10238E+01 0.13448E+00 0.84173E+00
160.83333 0.10303E+01 0.13202E+00 0.83771E+00
160.90278 0.10368E+01 0.12967E+00 0.83357E+00
160.97222 0.10432E+01 0.12743E+00 0.82934E+00
161.04167 0.10497E+01 0.12530E+00 0.82501E+00
161.11111 0.10561E+01 0.12327E+00 0.82059E+00
161.18056 0.10626E+01 0.12135E+00 0.81610E+00
161.25000 0.10690E+01 0.11952E+00 0.81153E+00
161.31944 0.10753E+01 0.11779E+00 0.80689E+00
161.38889 0.10816E+01 0.11616E+00 0.80219E+00
161.45833 0.10879E+01 0.11462E+00 0.79744E+00
161.52778 0.10942E+01 0.11317E+00 0.79263E+00
161.59722 0.11004E+01 0.11180E+00 0.78779E+00
161.66667 0.11066E+01 0.11052E+00 0.78291E+00
161.73611 0.11127E+01 0.10933E+00 0.77799E+00
161.80556 0.11187E+01 0.10821E+00 0.77305E+00
161.87500 0.11247E+01 0.10718E+00 0.76808E+00
161.94444 0.11307E+01 0.10622E+00 0.76310E+00
162.01389 0.11366E+01 0.10534E+00 0.75810E+00
162.08333 0.11424E+01 0.10453E+00 0.75309E+00
162.15278 0.11481E+01 0.10380E+00 0.74808E+00
162.22222 0.11538E+01 0.10313E+00 0.74307E+00
162.29167 0.11594E+01 0.10254E+00 0.73806E+00
162.36111 0.11649E+01 0.10202E+00 0.73306E+00
162.43056 0.11704E+01 0.10156E+00 0.72807E+00
162.50000 0.11757E+01 0.10117E+00 0.72309E+00
162.56944 0.11810E+01 0.10085E+00 0.71813E+00
162.63889 0.11862E+01 0.10059E+00 0.71319E+00
162.70833 0.11913E+01 0.10039E+00 0.70827E+00
162.77778 0.11964E+01 0.10026E+00 0.70338E+00
162.84722 0.12013E+01 0.10019E+00 0.69852E+00
162.91667 0.12061E+01 0.10018E+00 0.69369E+00
162.98611 0.12109E+01 0.10024E+00 0.68890E+00
163.05556 0.12155E+01 0.10035E+00 0.68414E+00
163.12500 0.12201E+01 0.10053E+00 0.67942E+00
163.19444 0.12245E+01 0.10076E+00 0.67474E+00
163.26389 0.12288E+01 0.10106E+00 0.67011E+00
163.33333 0.12331E+01 0.10142E+00 0.66552E+00
163.40278 0.12372E+01 0.10183E+00 0.66098E+00
163.47222 0.12412E+01 0.10231E+00 0.65649E+00
163.54167 0.12451E+01 0.10285E+00 0.65206E+00
163.61111 0.12489E+01 0.10345E+00 0.64768E+00
163.68056 0.12525E+01 0.10411E+00 0.64335E+00
163.75000 0.12561E+01 0.10483E+00 0.63908E+00
163.81944 0.12595E+01 0.10562E+00 0.63488E+00
163.88889 0.12628E+01 0.10646E+00 0.63073E+00
163.95833 0.12660E+01 0.10737E+00 0.62664E+00
164.02778 0.12690E+01 0.10835E+00 0.62263E+00
164.09722 0.12719E+01 0.10938E+00 0.61867E+00
164.16667 0.12747E+01 0.11048E+00 0.61479E+00
164.23611 0.12774E+01 0.11165E+00 0.61097E+00
164.30556 0.12799E+01 0.11288E+00 0.60723E+00
164.37500 0.12823E+01 0.11418E+00 0.60356E+00
164.44444 0.12845E+01 0.11555E+00 0.59996E+00
164.51389 0.12866E+01 0.11698E+00 0.59644E+00
164.58333 0.12885E+01 0.11849E+00 0.59300E+00
164.65278 0.12903E+01 0.12006E+00 0.58963E+00
164.72222 0.12919E+01 0.12171E+00 0.58635E+00
164.79167 0.12934E+01 0.12343E+00 0.58315E+00
164.86111 0.12947E+01 0.12523E+00 0.58003E+00
164.93056 0.12959E+01 0.12710E+00 0.57699E+00
165.00000 0.12969E+01 0.12904E+00 0.57404E+00
165.06944 0.12978E+01 0.13107E+00 0.57118E+00
165.13889 0.12984E+01 0.13317E+00 0.56841E+00
165.20833 0.12989E+01 0.13535E+00 0.56573E+00
165.27778 0.12992E+01 0.13761E+00 0.56314E+00
165.34722 0.12994E+01 0.13996E+00 0.56064E+00
165.41667 0.12994E+01 0.14238E+00 0.55824E+00
165.48611 0.12992E+01 0.14490E+00 0.55594E+00
165.55556 0.12988E+01 0.14749E+00 0.55374E+00
165.62500 0.12982E+01 0.15017E+00 0.55163E+00
165.69444 0.12974E+01 0.15295E+00 0.54963E+00
165.76389 0.12965E+01 0.15580E+00 0.54773E+00
165.83333 0.12953E+01 0.15875E+00 0.54594E+00
165.90278 0.12940E+01 0.16179E+00 0.54426E+00
165.97222 0.12924E+01 0.16492E+00 0.54268E+00
166.04167 0.12906E+01 0.16814E+00 0.54122E+00
166.11111 0.12887E+01 0.17145E+00 0.53986E+00
166.18056 0.12865E+01 0.17485E+00 0.53862E+00
166.25000 0.12842E+01 0.17835E+00 0.53750E+00
166.31944 0.12816E+01 0.18193E+00 0.53650E+00
166.38889 0.12788E+01 0.18561E+00 0.53561E+00
166.45833 0.12758E+01 0.18939E+00 0.53485E+00
166.52778 0.12725E+01 0.19325E+00 0.53422E+00
166.59722 0.12691E+01 0.19720E+00 0.53370E+00
166.66667 0.12654E+01 0.20125E+00 0.53332E+00
166.73611 0.12616E+01 0.20538E+00 0.53307E+00
166.80556 0.12575E+01 0.20960E+00 0.53295E+00
166.87500 0.12531E+01 0.21390E+00 0.53296E+00
166.94444 0.12486E+01 0.21829E+00 0.53311E+00
167.01389 0.12438E+01 0.22276E+00 0.53340E+00
167.08333 0.12389E+01 0.22731E+00 0.53383E+00
167.15278 0.12337E+01 0.23193E+00 0.53440E+00
167.22222 0.12283E+01 0.23662E+00 0.53512E+00
167.29167 0.12226E+01 0.24138E+00 0.53598E+00
167.36111 0.12168E+01 0.24620E+00 0.53699E+00
167.43056 0.12108E+01 0.25108E+00 0.53816E+00
167.50000 0.12045E+01 0.25602E+00 0.53947E+00
167.56944 0.11981E+01 0.26100E+00 0.54094E+00
167.63889 0.11914E+01 0.26602E+00 0.54257E+00
167.70833 0.11846E+01 0.27107E+00 0.54435E+00
167.77778 0.11776E+01 0.27615E+00 0.54630E+00
167.84722 0.11703E+01 0.28125E+00 0.54840E+00
167.91667 0.11630E+01 0.28636E+00 0.55067E+00
167.98611 0.11554E+01 0.29147E+00 0.55310E+00
168.05556 0.11477E+01 0.29658E+00 0.55570E+00
168.12500 0.11399E+01 0.30166E+00 0.55846E+00
168.19444 0.11319E+01 0.30672E+00 0.56140E+00
168.26389 0.11238E+01 0.31174E+00 0.56450E+00
