 year_start:        1998 ,year_end:        1999
 day_start:           1 , day_end:         730
 cdoms,Kds,pars,mxls, dmxldt_day
  0.3071E+01,  0.3600E-01,  0.5996E+02,  0.6448E+02,  0.6066E+00
  0.3467E+01,  0.3696E-01,  0.6022E+02,  0.6509E+02,  0.1465E+00
  0.3862E+01,  0.3791E-01,  0.5888E+02,  0.6524E+02,  0.8772E+00
  0.4258E+01,  0.3887E-01,  0.5755E+02,  0.6611E+02,  0.8710E+00
  0.4654E+01,  0.3982E-01,  0.5449E+02,  0.6699E+02,  0.1253E+01
  0.5050E+01,  0.4078E-01,  0.3377E+02,  0.6824E+02,  0.0000E+00
  0.5446E+01,  0.4173E-01,  0.6121E+02,  0.6755E+02,  0.4738E+01
  0.4931E+01,  0.4160E-01,  0.6145E+02,  0.7228E+02,  0.2858E+01
  0.4416E+01,  0.4147E-01,  0.6169E+02,  0.7514E+02,  0.2233E+01
  0.4375E+01,  0.4163E-01,  0.6198E+02,  0.7737E+02,  0.1886E+01
  0.4335E+01,  0.4178E-01,  0.6228E+02,  0.7926E+02,  0.2880E+00
  0.4294E+01,  0.4194E-01,  0.3956E+02,  0.7955E+02,  0.0000E+00
  0.4254E+01,  0.4209E-01,  0.1683E+02,  0.7814E+02,  0.0000E+00
  0.4213E+01,  0.4225E-01,  0.6141E+02,  0.7552E+02,  0.0000E+00
  0.4173E+01,  0.4240E-01,  0.6306E+02,  0.7288E+02,  0.0000E+00
  0.4002E+01,  0.4318E-01,  0.3607E+02,  0.7096E+02,  0.1775E+01
  0.3832E+01,  0.4396E-01,  0.3600E+02,  0.7274E+02,  0.1775E+01
  0.3661E+01,  0.4473E-01,  0.3594E+02,  0.7451E+02,  0.1775E+01
  0.3491E+01,  0.4551E-01,  0.3587E+02,  0.7628E+02,  0.1775E+01
  0.3321E+01,  0.4629E-01,  0.3580E+02,  0.7806E+02,  0.1775E+01
  0.3150E+01,  0.4707E-01,  0.3573E+02,  0.7983E+02,  0.4273E+00
  0.2980E+01,  0.4784E-01,  0.3566E+02,  0.8026E+02,  0.3358E+01
  0.2809E+01,  0.4862E-01,  0.5023E+02,  0.8362E+02,  0.1973E+01
  0.2639E+01,  0.4940E-01,  0.6480E+02,  0.8559E+02,  0.8900E+00
  0.2780E+01,  0.4657E-01,  0.6333E+02,  0.8648E+02,  0.0000E+00
  0.2921E+01,  0.4373E-01,  0.6088E+02,  0.8630E+02,  0.0000E+00
  0.3062E+01,  0.4090E-01,  0.6514E+02,  0.8492E+02,  0.0000E+00
  0.5190E+01,  0.3287E-01,  0.6532E+02,  0.8367E+02,  0.0000E+00
  0.2162E+01,  0.4700E-01,  0.6561E+02,  0.8279E+02,  0.0000E+00
  0.2344E+01,  0.4684E-01,  0.6570E+02,  0.8089E+02,  0.8569E+00
  0.2527E+01,  0.4667E-01,  0.6579E+02,  0.8174E+02,  0.2153E+01
  0.2709E+01,  0.4651E-01,  0.6588E+02,  0.8390E+02,  0.8792E+00
  0.2891E+01,  0.4635E-01,  0.6596E+02,  0.8477E+02,  0.5083E+00
  0.2856E+01,  0.4189E-01,  0.5016E+02,  0.8528E+02,  0.3338E+00
  0.2821E+01,  0.3743E-01,  0.3436E+02,  0.8562E+02,  0.1417E-01
  0.2786E+01,  0.3296E-01,  0.4595E+02,  0.8563E+02,  0.0000E+00
  0.2751E+01,  0.2850E-01,  0.6575E+02,  0.8532E+02,  0.0000E+00
  0.2314E+01,  0.2985E-01,  0.6616E+02,  0.8484E+02,  0.0000E+00
  0.2523E+01,  0.3256E-01,  0.5520E+02,  0.8429E+02,  0.0000E+00
  0.2732E+01,  0.3527E-01,  0.4423E+02,  0.8425E+02,  0.0000E+00
  0.2941E+01,  0.3799E-01,  0.5537E+02,  0.8394E+02,  0.0000E+00
  0.3150E+01,  0.4070E-01,  0.6651E+02,  0.8308E+02,  0.4401E+00
  0.3177E+01,  0.3785E-01,  0.6641E+02,  0.8352E+02,  0.0000E+00
  0.3205E+01,  0.3500E-01,  0.6630E+02,  0.8288E+02,  0.0000E+00
  0.3448E+01,  0.3497E-01,  0.6648E+02,  0.8100E+02,  0.1324E+01
  0.3691E+01,  0.3493E-01,  0.6666E+02,  0.8233E+02,  0.0000E+00
  0.3612E+01,  0.3802E-01,  0.6678E+02,  0.8102E+02,  0.0000E+00
  0.3533E+01,  0.4111E-01,  0.6689E+02,  0.7972E+02,  0.1343E+01
  0.3454E+01,  0.4420E-01,  0.6700E+02,  0.8107E+02,  0.0000E+00
  0.3325E+01,  0.4328E-01,  0.6703E+02,  0.8043E+02,  0.0000E+00
  0.3197E+01,  0.4235E-01,  0.6707E+02,  0.8001E+02,  0.3747E+00
  0.3221E+01,  0.4244E-01,  0.6705E+02,  0.8038E+02,  0.4428E+00
  0.3246E+01,  0.4253E-01,  0.6703E+02,  0.8083E+02,  0.8377E+00
  0.3332E+01,  0.4035E-01,  0.6442E+02,  0.8167E+02,  0.1092E+01
  0.3418E+01,  0.3818E-01,  0.6181E+02,  0.8276E+02,  0.1118E+01
  0.3504E+01,  0.3600E-01,  0.6674E+02,  0.8388E+02,  0.1298E+01
  0.3723E+01,  0.3427E-01,  0.6682E+02,  0.8517E+02,  0.6374E+00
  0.3975E+01,  0.3170E-01,  0.6683E+02,  0.8581E+02,  0.1208E+01
  0.4427E+01,  0.2670E-01,  0.6678E+02,  0.8702E+02,  0.1496E+01
  0.3649E+01,  0.3538E-01,  0.5329E+02,  0.8851E+02,  0.9840E+00
  0.2870E+01,  0.4405E-01,  0.5994E+02,  0.8950E+02,  0.4117E+01
  0.2092E+01,  0.5273E-01,  0.6660E+02,  0.9362E+02,  0.1193E+01
  0.2682E+01,  0.4553E-01,  0.6665E+02,  0.9481E+02,  0.1405E+01
  0.3272E+01,  0.3833E-01,  0.6669E+02,  0.9621E+02,  0.1266E+01
  0.1475E+01,  0.4890E-01,  0.6676E+02,  0.9748E+02,  0.1565E+01
  0.2506E+01,  0.4245E-01,  0.6644E+02,  0.9904E+02,  0.1850E+01
  0.3537E+01,  0.3600E-01,  0.6641E+02,  0.1009E+03,  0.2685E+01
  0.4432E+01,  0.3160E-01,  0.6631E+02,  0.1036E+03,  0.2426E+01
  0.2822E+01,  0.3489E-01,  0.6634E+02,  0.1060E+03,  0.2034E+01
  0.3238E+01,  0.3819E-01,  0.6639E+02,  0.1080E+03,  0.4266E+00
  0.3654E+01,  0.4148E-01,  0.6644E+02,  0.1085E+03,  0.1287E+00
  0.3643E+01,  0.4070E-01,  0.6630E+02,  0.1086E+03,  0.2955E+01
  0.3631E+01,  0.3993E-01,  0.6616E+02,  0.1116E+03,  0.6618E+00
  0.3619E+01,  0.3915E-01,  0.6173E+02,  0.1122E+03,  0.0000E+00
  0.3608E+01,  0.3838E-01,  0.5730E+02,  0.1115E+03,  0.3167E+00
  0.3596E+01,  0.3760E-01,  0.6564E+02,  0.1118E+03,  0.0000E+00
  0.4434E+01,  0.3960E-01,  0.6547E+02,  0.1104E+03,  0.4213E-01
  0.4605E+01,  0.4620E-01,  0.6536E+02,  0.1105E+03,  0.3569E+00
  0.3971E+01,  0.4660E-01,  0.6532E+02,  0.1108E+03,  0.0000E+00
  0.3465E+01,  0.4020E-01,  0.6508E+02,  0.1106E+03,  0.4566E+00
  0.2947E+01,  0.4186E-01,  0.6499E+02,  0.1110E+03,  0.3001E-01
  0.2430E+01,  0.4353E-01,  0.6489E+02,  0.1111E+03,  0.3683E-01
  0.2133E+01,  0.4297E-01,  0.6463E+02,  0.1111E+03,  0.4943E+00
  0.1837E+01,  0.4240E-01,  0.6437E+02,  0.1116E+03,  0.1191E+01
  0.1919E+01,  0.3944E-01,  0.6251E+02,  0.1128E+03,  0.6392E+00
  0.2001E+01,  0.3648E-01,  0.6066E+02,  0.1134E+03,  0.6392E+00
  0.2083E+01,  0.3352E-01,  0.5880E+02,  0.1141E+03,  0.3641E+01
  0.2165E+01,  0.3056E-01,  0.5694E+02,  0.1177E+03,  0.9232E+00
  0.2247E+01,  0.2760E-01,  0.6355E+02,  0.1186E+03,  0.3837E+00
  0.2664E+01,  0.2787E-01,  0.6112E+02,  0.1190E+03,  0.1760E+01
  0.3081E+01,  0.2813E-01,  0.6314E+02,  0.1208E+03,  0.2101E+01
  0.2762E+01,  0.3377E-01,  0.6316E+02,  0.1229E+03,  0.5451E+01
  0.2443E+01,  0.3942E-01,  0.6317E+02,  0.1283E+03,  0.5701E+01
  0.2124E+01,  0.4506E-01,  0.6293E+02,  0.1340E+03,  0.0000E+00
  0.1806E+01,  0.5070E-01,  0.6269E+02,  0.1320E+03,  0.5161E+00
  0.2223E+01,  0.4999E-01,  0.6251E+02,  0.1326E+03,  0.7973E-01
  0.2640E+01,  0.4927E-01,  0.6232E+02,  0.1326E+03,  0.2748E+01
  0.2821E+01,  0.4550E-01,  0.6192E+02,  0.1354E+03,  0.5291E+01
  0.4174E+01,  0.3140E-01,  0.6166E+02,  0.1407E+03,  0.7533E+00
  0.3400E+01,  0.3390E-01,  0.6146E+02,  0.1414E+03,  0.5142E+00
  0.3622E+01,  0.3855E-01,  0.6121E+02,  0.1419E+03,  0.2162E+01
  0.3845E+01,  0.4320E-01,  0.6095E+02,  0.1441E+03,  0.1662E+01
  0.3058E+01,  0.4645E-01,  0.6065E+02,  0.1458E+03,  0.1993E+01
  0.2272E+01,  0.4970E-01,  0.6035E+02,  0.1478E+03,  0.5990E+01
  0.3686E+01,  0.4530E-01,  0.6013E+02,  0.1537E+03,  0.1262E+01
  0.5101E+01,  0.4090E-01,  0.5991E+02,  0.1550E+03,  0.7468E+00
  0.2870E+01,  0.4460E-01,  0.5965E+02,  0.1558E+03,  0.1740E+01
  0.3507E+01,  0.3247E-01,  0.5927E+02,  0.1575E+03,  0.2081E+01
  0.3761E+01,  0.4200E-01,  0.5886E+02,  0.1596E+03,  0.5703E+00
  0.3580E+01,  0.3800E-01,  0.5864E+02,  0.1601E+03,  0.0000E+00
  0.3084E+01,  0.3893E-01,  0.5840E+02,  0.1600E+03,  0.1987E+00
  0.2539E+01,  0.4497E-01,  0.5808E+02,  0.1602E+03,  0.0000E+00
  0.1994E+01,  0.5100E-01,  0.5775E+02,  0.1595E+03,  0.0000E+00
  0.2240E+01,  0.4360E-01,  0.5741E+02,  0.1535E+03,  0.0000E+00
  0.2487E+01,  0.3620E-01,  0.5706E+02,  0.1430E+03,  0.2572E+01
  0.3480E+01,  0.3313E-01,  0.3970E+02,  0.1456E+03,  0.4819E+00
  0.4473E+01,  0.3007E-01,  0.2233E+02,  0.1460E+03,  0.3505E+01
  0.5467E+01,  0.2700E-01,  0.5620E+02,  0.1495E+03,  0.9110E+01
  0.6489E+01,  0.2930E-01,  0.5585E+02,  0.1587E+03,  0.3141E+01
  0.2664E+01,  0.2860E-01,  0.5557E+02,  0.1618E+03,  0.2456E+01
  0.2643E+01,  0.3210E-01,  0.5518E+02,  0.1643E+03,  0.2400E+01
  0.2621E+01,  0.3560E-01,  0.5480E+02,  0.1666E+03,  0.1811E+01
  0.2211E+01,  0.4107E-01,  0.5470E+02,  0.1685E+03,  0.1625E+01
  0.1801E+01,  0.4653E-01,  0.5459E+02,  0.1701E+03,  0.1431E+01
  0.2259E+01,  0.4323E-01,  0.5422E+02,  0.1715E+03,  0.1417E+01
  0.2716E+01,  0.3993E-01,  0.5384E+02,  0.1729E+03,  0.0000E+00
  0.4154E+01,  0.4000E-01,  0.5352E+02,  0.1729E+03,  0.2030E+01
  0.3090E+01,  0.4080E-01,  0.5137E+02,  0.1749E+03,  0.3318E+01
  0.2027E+01,  0.4160E-01,  0.5275E+02,  0.1782E+03,  0.1960E+01
  0.1763E+01,  0.4204E-01,  0.5094E+02,  0.1802E+03,  0.1007E+01
  0.2819E+01,  0.4247E-01,  0.5196E+02,  0.1812E+03,  0.1341E+01
  0.2521E+01,  0.4412E-01,  0.4781E+02,  0.1825E+03,  0.1080E+01
  0.2224E+01,  0.4576E-01,  0.4365E+02,  0.1836E+03,  0.1303E+01
  0.1926E+01,  0.4741E-01,  0.4702E+02,  0.1849E+03,  0.2540E+00
  0.1628E+01,  0.4905E-01,  0.5040E+02,  0.1851E+03,  0.6401E+00
  0.1786E+01,  0.5162E-01,  0.5003E+02,  0.1858E+03,  0.7095E+00
  0.1944E+01,  0.5420E-01,  0.4967E+02,  0.1865E+03,  0.0000E+00
  0.1561E+01,  0.5668E-01,  0.2078E+02,  0.1865E+03,  0.0000E+00
  0.1178E+01,  0.5916E-01,  0.1468E+02,  0.1862E+03,  0.0000E+00
  0.7945E+00,  0.6164E-01,  0.3528E+02,  0.1853E+03,  0.0000E+00
  0.4115E+00,  0.6412E-01,  0.4819E+02,  0.1834E+03,  0.0000E+00
  0.2842E-01,  0.6660E-01,  0.4759E+02,  0.1815E+03,  0.0000E+00
  0.1126E+01,  0.6908E-01,  0.4042E+02,  0.1799E+03,  0.0000E+00
  0.2223E+01,  0.7156E-01,  0.3325E+02,  0.1772E+03,  0.0000E+00
  0.3321E+01,  0.7404E-01,  0.3724E+02,  0.1725E+03,  0.0000E+00
  0.4418E+01,  0.7652E-01,  0.4122E+02,  0.1717E+03,  0.0000E+00
  0.5516E+01,  0.7900E-01,  0.4598E+02,  0.1709E+03,  0.0000E+00
  0.4053E+01,  0.6380E-01,  0.4549E+02,  0.1692E+03,  0.8590E+00
  0.3771E+01,  0.6950E-01,  0.4511E+02,  0.1701E+03,  0.9119E-01
  0.3726E+01,  0.6456E-01,  0.4458E+02,  0.1702E+03,  0.0000E+00
  0.3681E+01,  0.5961E-01,  0.4422E+02,  0.1698E+03,  0.0000E+00
  0.3636E+01,  0.5467E-01,  0.4382E+02,  0.1695E+03,  0.0000E+00
  0.3591E+01,  0.4973E-01,  0.4342E+02,  0.1690E+03,  0.5600E+00
  0.2950E+01,  0.4544E-01,  0.4307E+02,  0.1696E+03,  0.6821E+00
  0.2309E+01,  0.4115E-01,  0.4271E+02,  0.1703E+03,  0.3135E+01
  0.2294E+01,  0.4184E-01,  0.4232E+02,  0.1734E+03,  0.2266E+01
  0.2279E+01,  0.4254E-01,  0.4194E+02,  0.1757E+03,  0.7735E+00
  0.2220E+01,  0.4323E-01,  0.3810E+02,  0.1765E+03,  0.3524E+00
  0.2162E+01,  0.4392E-01,  0.3427E+02,  0.1768E+03,  0.3626E+00
  0.2103E+01,  0.4461E-01,  0.3044E+02,  0.1772E+03,  0.4023E+00
  0.2045E+01,  0.4531E-01,  0.4011E+02,  0.1776E+03,  0.1354E+00
  0.1986E+01,  0.4600E-01,  0.3993E+02,  0.1777E+03,  0.6978E+00
  0.2091E+01,  0.3897E-01,  0.3957E+02,  0.1784E+03,  0.1051E+01
  0.2196E+01,  0.3195E-01,  0.3921E+02,  0.1795E+03,  0.1816E+01
  0.2131E+01,  0.3214E-01,  0.3861E+02,  0.1813E+03,  0.1144E+01
  0.2065E+01,  0.3233E-01,  0.3800E+02,  0.1824E+03,  0.1603E+01
  0.1999E+01,  0.3252E-01,  0.3046E+02,  0.1840E+03,  0.9497E-01
  0.1934E+01,  0.3271E-01,  0.3173E+02,  0.1841E+03,  0.6736E+00
  0.1868E+01,  0.3290E-01,  0.3748E+02,  0.1848E+03,  0.3984E+00
  0.1705E+01,  0.4120E-01,  0.3711E+02,  0.1852E+03,  0.0000E+00
  0.1995E+01,  0.3650E-01,  0.3674E+02,  0.1847E+03,  0.0000E+00
  0.1982E+01,  0.3794E-01,  0.3492E+02,  0.1843E+03,  0.0000E+00
  0.1970E+01,  0.3938E-01,  0.3309E+02,  0.1839E+03,  0.0000E+00
  0.1957E+01,  0.4083E-01,  0.3414E+02,  0.1837E+03,  0.7847E+00
  0.1944E+01,  0.4227E-01,  0.3519E+02,  0.1845E+03,  0.9685E+00
  0.1832E+01,  0.3783E-01,  0.3486E+02,  0.1854E+03,  0.0000E+00
  0.1719E+01,  0.3340E-01,  0.3454E+02,  0.1854E+03,  0.5005E+00
  0.3388E+01,  0.2580E-01,  0.3424E+02,  0.1859E+03,  0.7605E-01
  0.1886E+01,  0.3313E-01,  0.3391E+02,  0.1860E+03,  0.0000E+00
  0.3542E+01,  0.5740E-01,  0.3362E+02,  0.1859E+03,  0.0000E+00
  0.3506E+01,  0.5726E-01,  0.3282E+02,  0.1848E+03,  0.0000E+00
  0.3470E+01,  0.5712E-01,  0.3072E+02,  0.1806E+03,  0.0000E+00
  0.3433E+01,  0.5698E-01,  0.2264E+02,  0.1714E+03,  0.0000E+00
  0.3397E+01,  0.5684E-01,  0.1456E+02,  0.1596E+03,  0.0000E+00
  0.3360E+01,  0.5670E-01,  0.1196E+02,  0.1434E+03,  0.0000E+00
  0.3324E+01,  0.5656E-01,  0.9357E+01,  0.1122E+03,  0.0000E+00
  0.3287E+01,  0.5642E-01,  0.1910E+02,  0.7879E+02,  0.0000E+00
  0.3251E+01,  0.5628E-01,  0.3006E+02,  0.5060E+02,  0.0000E+00
  0.3215E+01,  0.5614E-01,  0.1180E+02,  0.3638E+02,  0.0000E+00
  0.3178E+01,  0.5600E-01,  0.3881E+01,  0.3426E+02,  0.0000E+00
  0.3142E+01,  0.5586E-01,  0.1034E+02,  0.2930E+02,  0.0000E+00
  0.3105E+01,  0.5572E-01,  0.8805E+01,  0.2828E+02,  0.0000E+00
  0.3069E+01,  0.5558E-01,  0.7268E+01,  0.2730E+02,  0.0000E+00
  0.3033E+01,  0.5544E-01,  0.1820E+02,  0.2703E+02,  0.1182E+01
  0.2996E+01,  0.5530E-01,  0.2914E+02,  0.2821E+02,  0.0000E+00
  0.2960E+01,  0.5516E-01,  0.2169E+02,  0.2738E+02,  0.0000E+00
  0.2923E+01,  0.5502E-01,  0.1424E+02,  0.2563E+02,  0.0000E+00
  0.2887E+01,  0.5488E-01,  0.1235E+02,  0.2559E+02,  0.1796E+01
  0.2851E+01,  0.5474E-01,  0.2153E+02,  0.2739E+02,  0.0000E+00
  0.2814E+01,  0.5460E-01,  0.5943E+01,  0.2731E+02,  0.0000E+00
  0.2778E+01,  0.5446E-01,  0.1671E+02,  0.2572E+02,  0.0000E+00
  0.2741E+01,  0.5432E-01,  0.2729E+02,  0.2539E+02,  0.5824E+00
  0.2705E+01,  0.5418E-01,  0.2270E+02,  0.2598E+02,  0.6388E+00
  0.2668E+01,  0.5404E-01,  0.1810E+02,  0.2662E+02,  0.0000E+00
  0.2632E+01,  0.5390E-01,  0.1351E+02,  0.2660E+02,  0.3581E+00
  0.2596E+01,  0.5376E-01,  0.8913E+01,  0.2696E+02,  0.0000E+00
  0.2559E+01,  0.5362E-01,  0.4944E+01,  0.2627E+02,  0.0000E+00
  0.2523E+01,  0.5348E-01,  0.2421E+02,  0.2520E+02,  0.1676E+01
  0.2486E+01,  0.5334E-01,  0.2099E+02,  0.2688E+02,  0.1574E+01
  0.2450E+01,  0.5320E-01,  0.1988E+02,  0.2845E+02,  0.1310E+01
  0.2414E+01,  0.5306E-01,  0.2522E+02,  0.2976E+02,  0.1550E+01
  0.2377E+01,  0.5292E-01,  0.2402E+02,  0.3131E+02,  0.1309E+01
  0.2341E+01,  0.5278E-01,  0.2282E+02,  0.3262E+02,  0.7178E+00
  0.2304E+01,  0.5264E-01,  0.2189E+02,  0.3334E+02,  0.0000E+00
  0.2268E+01,  0.5250E-01,  0.2095E+02,  0.3243E+02,  0.0000E+00
  0.2232E+01,  0.5236E-01,  0.1382E+02,  0.3102E+02,  0.0000E+00
  0.2195E+01,  0.5222E-01,  0.6696E+01,  0.3017E+02,  0.0000E+00
  0.2159E+01,  0.5208E-01,  0.2469E+02,  0.2923E+02,  0.0000E+00
  0.2122E+01,  0.5194E-01,  0.2464E+02,  0.2881E+02,  0.0000E+00
  0.2086E+01,  0.5180E-01,  0.2444E+02,  0.2786E+02,  0.0000E+00
  0.2050E+01,  0.7480E-01,  0.2437E+02,  0.2712E+02,  0.0000E+00
  0.2239E+01,  0.7467E-01,  0.8713E+01,  0.2621E+02,  0.0000E+00
  0.2429E+01,  0.7454E-01,  0.1114E+02,  0.2308E+02,  0.0000E+00
  0.2619E+01,  0.7441E-01,  0.1356E+02,  0.2071E+02,  0.0000E+00
  0.2809E+01,  0.7429E-01,  0.1876E+02,  0.2034E+02,  0.0000E+00
  0.2999E+01,  0.7416E-01,  0.2396E+02,  0.1975E+02,  0.0000E+00
  0.3188E+01,  0.7403E-01,  0.1817E+02,  0.1952E+02,  0.1934E+01
  0.3378E+01,  0.7390E-01,  0.2398E+02,  0.2146E+02,  0.1711E+01
  0.3568E+01,  0.7377E-01,  0.2346E+02,  0.2317E+02,  0.0000E+00
  0.3758E+01,  0.7364E-01,  0.1929E+02,  0.2083E+02,  0.0000E+00
  0.3948E+01,  0.7351E-01,  0.1238E+02,  0.1925E+02,  0.0000E+00
  0.4137E+01,  0.7339E-01,  0.1634E+02,  0.1842E+02,  0.0000E+00
  0.4327E+01,  0.7326E-01,  0.2029E+02,  0.1757E+02,  0.0000E+00
  0.4517E+01,  0.7313E-01,  0.2174E+02,  0.1724E+02,  0.2255E+01
  0.4707E+01,  0.7300E-01,  0.2320E+02,  0.1950E+02,  0.3659E+01
  0.4897E+01,  0.7287E-01,  0.1406E+02,  0.2316E+02,  0.0000E+00
  0.5086E+01,  0.7274E-01,  0.4921E+01,  0.2273E+02,  0.0000E+00
  0.5276E+01,  0.7261E-01,  0.2373E+02,  0.2147E+02,  0.0000E+00
  0.5466E+01,  0.7249E-01,  0.1474E+02,  0.1897E+02,  0.0000E+00
  0.5656E+01,  0.7236E-01,  0.2309E+02,  0.1750E+02,  0.0000E+00
  0.5846E+01,  0.7223E-01,  0.2384E+02,  0.1639E+02,  0.0000E+00
  0.6035E+01,  0.7210E-01,  0.2387E+02,  0.1585E+02,  0.4128E+00
  0.6225E+01,  0.7695E-01,  0.2398E+02,  0.1626E+02,  0.4052E+00
  0.6415E+01,  0.8180E-01,  0.2409E+02,  0.1667E+02,  0.0000E+00
  0.6099E+01,  0.7859E-01,  0.1395E+02,  0.1661E+02,  0.6402E-01
  0.5784E+01,  0.7538E-01,  0.3807E+01,  0.1668E+02,  0.1461E+00
  0.5468E+01,  0.7216E-01,  0.1949E+02,  0.1682E+02,  0.2068E+00
  0.5152E+01,  0.6895E-01,  0.1131E+02,  0.1703E+02,  0.9777E+00
  0.4836E+01,  0.6574E-01,  0.2453E+02,  0.1801E+02,  0.7345E+00
  0.4521E+01,  0.6253E-01,  0.2470E+02,  0.1874E+02,  0.1348E+01
  0.5186E+01,  0.5949E-01,  0.2496E+02,  0.2009E+02,  0.7415E+00
  0.5851E+01,  0.5644E-01,  0.2495E+02,  0.2083E+02,  0.0000E+00
  0.6517E+01,  0.5340E-01,  0.2495E+02,  0.1959E+02,  0.0000E+00
  0.6837E+01,  0.5358E-01,  0.2197E+02,  0.1844E+02,  0.2745E+00
  0.7158E+01,  0.5376E-01,  0.1899E+02,  0.1872E+02,  0.3321E-01
  0.7478E+01,  0.5395E-01,  0.2234E+02,  0.1875E+02,  0.0000E+00
  0.7799E+01,  0.5413E-01,  0.2569E+02,  0.1866E+02,  0.5234E+00
  0.8119E+01,  0.5431E-01,  0.2514E+02,  0.1919E+02,  0.7587E+00
  0.8440E+01,  0.5449E-01,  0.2407E+02,  0.1995E+02,  0.0000E+00
  0.8760E+01,  0.5467E-01,  0.1880E+02,  0.1982E+02,  0.0000E+00
  0.9081E+01,  0.5485E-01,  0.1833E+02,  0.1938E+02,  0.3204E+00
  0.9401E+01,  0.5504E-01,  0.1664E+02,  0.1970E+02,  0.9170E+00
  0.9721E+01,  0.5522E-01,  0.2178E+02,  0.2062E+02,  0.1284E+01
  0.1004E+02,  0.5540E-01,  0.2693E+02,  0.2190E+02,  0.2753E+01
  0.9583E+01,  0.4915E-01,  0.2714E+02,  0.2466E+02,  0.1021E+01
  0.9123E+01,  0.4290E-01,  0.2736E+02,  0.2568E+02,  0.0000E+00
  0.8664E+01,  0.4799E-01,  0.2601E+02,  0.2466E+02,  0.0000E+00
  0.8204E+01,  0.5309E-01,  0.2749E+02,  0.2439E+02,  0.1774E+01
  0.7745E+01,  0.5818E-01,  0.1671E+02,  0.2616E+02,  0.8292E+00
  0.7286E+01,  0.6327E-01,  0.8613E+01,  0.2699E+02,  0.0000E+00
  0.6826E+01,  0.6836E-01,  0.2513E+02,  0.2689E+02,  0.8115E+00
  0.6367E+01,  0.7346E-01,  0.2699E+02,  0.2770E+02,  0.1426E+01
  0.5907E+01,  0.7855E-01,  0.2884E+02,  0.2913E+02,  0.1650E+01
  0.6998E+01,  0.7661E-01,  0.2339E+02,  0.3078E+02,  0.9860E+00
  0.8089E+01,  0.7467E-01,  0.1794E+02,  0.3177E+02,  0.7486E+00
  0.9180E+01,  0.7274E-01,  0.2391E+02,  0.3251E+02,  0.1028E+01
  0.1027E+02,  0.7080E-01,  0.2987E+02,  0.3354E+02,  0.1411E+01
  0.9503E+01,  0.5860E-01,  0.3002E+02,  0.3495E+02,  0.1583E+01
  0.9291E+01,  0.5991E-01,  0.2811E+02,  0.3654E+02,  0.2311E+01
  0.9079E+01,  0.6122E-01,  0.2623E+02,  0.3885E+02,  0.1796E+01
  0.8867E+01,  0.6254E-01,  0.1061E+02,  0.4064E+02,  0.1124E+01
  0.8655E+01,  0.6385E-01,  0.2787E+02,  0.4177E+02,  0.1121E+00
  0.8442E+01,  0.6516E-01,  0.2796E+02,  0.4188E+02,  0.0000E+00
  0.8230E+01,  0.6647E-01,  0.2804E+02,  0.3950E+02,  0.0000E+00
  0.8018E+01,  0.6779E-01,  0.3012E+02,  0.3625E+02,  0.0000E+00
  0.7806E+01,  0.6910E-01,  0.3220E+02,  0.3357E+02,  0.0000E+00
  0.7608E+01,  0.6933E-01,  0.1883E+02,  0.3059E+02,  0.0000E+00
  0.7410E+01,  0.6955E-01,  0.1702E+02,  0.2864E+02,  0.0000E+00
  0.7212E+01,  0.6978E-01,  0.3334E+02,  0.2695E+02,  0.0000E+00
  0.7014E+01,  0.7000E-01,  0.2177E+02,  0.2435E+02,  0.0000E+00
  0.6816E+01,  0.7023E-01,  0.3397E+02,  0.2297E+02,  0.0000E+00
  0.6618E+01,  0.7045E-01,  0.3418E+02,  0.2263E+02,  0.3476E+00
  0.6420E+01,  0.7068E-01,  0.3439E+02,  0.2298E+02,  0.2309E+00
  0.5856E+01,  0.6356E-01,  0.3483E+02,  0.2321E+02,  0.1322E+01
  0.5292E+01,  0.5645E-01,  0.3526E+02,  0.2453E+02,  0.1357E+01
  0.5356E+01,  0.5587E-01,  0.3507E+02,  0.2589E+02,  0.1325E+00
  0.5420E+01,  0.5528E-01,  0.3488E+02,  0.2602E+02,  0.1603E+00
  0.5485E+01,  0.5470E-01,  0.1926E+02,  0.2618E+02,  0.2036E+00
  0.5549E+01,  0.5412E-01,  0.1348E+02,  0.2638E+02,  0.0000E+00
  0.5614E+01,  0.5353E-01,  0.3684E+02,  0.2587E+02,  0.0000E+00
  0.5678E+01,  0.5295E-01,  0.3671E+02,  0.2544E+02,  0.6365E+00
  0.5742E+01,  0.5237E-01,  0.3658E+02,  0.2608E+02,  0.1180E+00
  0.5807E+01,  0.5178E-01,  0.3749E+02,  0.2620E+02,  0.3742E+00
  0.5871E+01,  0.5120E-01,  0.3839E+02,  0.2657E+02,  0.0000E+00
  0.5902E+01,  0.5221E-01,  0.2854E+02,  0.2630E+02,  0.1357E+01
  0.5933E+01,  0.5322E-01,  0.1870E+02,  0.2766E+02,  0.1764E+01
  0.5963E+01,  0.5423E-01,  0.3859E+02,  0.2943E+02,  0.1910E+01
  0.5994E+01,  0.5525E-01,  0.3989E+02,  0.3133E+02,  0.1679E+01
  0.6025E+01,  0.5626E-01,  0.3180E+02,  0.3301E+02,  0.1301E+01
