time    Pop1        Pop2        Pop3        Pop4        Pop5        Pop6        Pop7
57.00000 0.47507E+00 0.36858E+00 0.45167E-02 0.20029E-01 0.59494E-01 0.18494E-01 0.56971E-03
57.25000 0.47546E+00 0.36908E+00 0.45050E-02 0.19930E-01 0.59155E-01 0.18282E-01 0.55331E-03
57.50000 0.47565E+00 0.36927E+00 0.45199E-02 0.19833E-01 0.58817E-01 0.18568E-01 0.53736E-03
57.75000 0.47582E+00 0.36944E+00 0.45341E-02 0.19742E-01 0.58484E-01 0.18861E-01 0.52184E-03
58.00000 0.47622E+00 0.36993E+00 0.45221E-02 0.19652E-01 0.58152E-01 0.18645E-01 0.50675E-03
58.25000 0.47661E+00 0.37042E+00 0.45110E-02 0.19561E-01 0.57821E-01 0.18431E-01 0.49209E-03
58.50000 0.47678E+00 0.37057E+00 0.45277E-02 0.19470E-01 0.57492E-01 0.18738E-01 0.47784E-03
58.75000 0.47695E+00 0.37072E+00 0.45438E-02 0.19387E-01 0.57167E-01 0.19054E-01 0.46398E-03
59.00000 0.47734E+00 0.37119E+00 0.45323E-02 0.19304E-01 0.56844E-01 0.18836E-01 0.45050E-03
59.25000 0.47773E+00 0.37166E+00 0.45218E-02 0.19220E-01 0.56522E-01 0.18620E-01 0.43744E-03
59.50000 0.47790E+00 0.37179E+00 0.45404E-02 0.19137E-01 0.56202E-01 0.18950E-01 0.42474E-03
59.75000 0.47806E+00 0.37190E+00 0.45584E-02 0.19061E-01 0.55886E-01 0.19290E-01 0.41239E-03
60.00000 0.47845E+00 0.37236E+00 0.45475E-02 0.18986E-01 0.55572E-01 0.19069E-01 0.40039E-03
60.25000 0.47884E+00 0.37282E+00 0.45375E-02 0.18909E-01 0.55259E-01 0.18850E-01 0.38875E-03
60.50000 0.47900E+00 0.37291E+00 0.45581E-02 0.18833E-01 0.54948E-01 0.19206E-01 0.37744E-03
60.75000 0.47914E+00 0.37298E+00 0.45783E-02 0.18764E-01 0.54641E-01 0.19571E-01 0.36644E-03
61.00000 0.47954E+00 0.37343E+00 0.45679E-02 0.18696E-01 0.54336E-01 0.19347E-01 0.35575E-03
61.25000 0.47993E+00 0.37387E+00 0.45585E-02 0.18627E-01 0.54032E-01 0.19125E-01 0.34537E-03
61.50000 0.48007E+00 0.37393E+00 0.45813E-02 0.18558E-01 0.53729E-01 0.19508E-01 0.33529E-03
61.75000 0.48021E+00 0.37397E+00 0.46036E-02 0.18497E-01 0.53432E-01 0.19901E-01 0.32548E-03
62.00000 0.48060E+00 0.37440E+00 0.45938E-02 0.18437E-01 0.53136E-01 0.19673E-01 0.31596E-03
62.25000 0.48100E+00 0.37483E+00 0.45850E-02 0.18375E-01 0.52841E-01 0.19448E-01 0.30671E-03
62.50000 0.48113E+00 0.37485E+00 0.46101E-02 0.18313E-01 0.52548E-01 0.19860E-01 0.29773E-03
62.75000 0.48125E+00 0.37485E+00 0.46348E-02 0.18260E-01 0.52260E-01 0.20284E-01 0.28900E-03
63.00000 0.48164E+00 0.37527E+00 0.46255E-02 0.18207E-01 0.51973E-01 0.20051E-01 0.28051E-03
63.25000 0.48204E+00 0.37569E+00 0.46173E-02 0.18153E-01 0.51687E-01 0.19822E-01 0.27228E-03
63.50000 0.48215E+00 0.37567E+00 0.46449E-02 0.18098E-01 0.51403E-01 0.20265E-01 0.26428E-03
63.75000 0.48226E+00 0.37564E+00 0.46721E-02 0.18053E-01 0.51125E-01 0.20722E-01 0.25651E-03
64.00000 0.48265E+00 0.37605E+00 0.46634E-02 0.18008E-01 0.50847E-01 0.20485E-01 0.24896E-03
64.25000 0.48305E+00 0.37645E+00 0.46557E-02 0.17961E-01 0.50571E-01 0.20250E-01 0.24163E-03
64.50000 0.48315E+00 0.37639E+00 0.46860E-02 0.17915E-01 0.50297E-01 0.20728E-01 0.23452E-03
64.75000 0.48324E+00 0.37632E+00 0.47160E-02 0.17878E-01 0.50027E-01 0.21221E-01 0.22760E-03
65.00000 0.48364E+00 0.37671E+00 0.47078E-02 0.17841E-01 0.49760E-01 0.20978E-01 0.22089E-03
65.25000 0.48403E+00 0.37710E+00 0.47007E-02 0.17802E-01 0.49493E-01 0.20738E-01 0.21437E-03
65.50000 0.48411E+00 0.37701E+00 0.47339E-02 0.17763E-01 0.49228E-01 0.21253E-01 0.20804E-03
65.75000 0.48419E+00 0.37689E+00 0.47668E-02 0.17734E-01 0.48968E-01 0.21786E-01 0.20190E-03
66.00000 0.48458E+00 0.37727E+00 0.47592E-02 0.17706E-01 0.48710E-01 0.21537E-01 0.19593E-03
66.25000 0.48498E+00 0.37765E+00 0.47527E-02 0.17675E-01 0.48453E-01 0.21290E-01 0.19014E-03
66.50000 0.48504E+00 0.37751E+00 0.47890E-02 0.17644E-01 0.48198E-01 0.21847E-01 0.18451E-03
66.75000 0.48509E+00 0.37735E+00 0.48251E-02 0.17624E-01 0.47948E-01 0.22423E-01 0.17905E-03
67.00000 0.48549E+00 0.37771E+00 0.48180E-02 0.17604E-01 0.47700E-01 0.22166E-01 0.17374E-03
67.25000 0.48589E+00 0.37808E+00 0.48122E-02 0.17582E-01 0.47453E-01 0.21912E-01 0.16860E-03
67.50000 0.48593E+00 0.37789E+00 0.48518E-02 0.17559E-01 0.47207E-01 0.22514E-01 0.16360E-03
67.75000 0.48596E+00 0.37769E+00 0.48914E-02 0.17548E-01 0.46967E-01 0.23137E-01 0.15875E-03
68.00000 0.48636E+00 0.37804E+00 0.48849E-02 0.17537E-01 0.46729E-01 0.22872E-01 0.15404E-03
68.25000 0.48676E+00 0.37839E+00 0.48797E-02 0.17523E-01 0.46492E-01 0.22610E-01 0.14948E-03
68.50000 0.48678E+00 0.37816E+00 0.49230E-02 0.17510E-01 0.46256E-01 0.23261E-01 0.14504E-03
68.75000 0.48678E+00 0.37790E+00 0.49663E-02 0.17508E-01 0.46027E-01 0.23936E-01 0.14074E-03
69.00000 0.48718E+00 0.37824E+00 0.49604E-02 0.17506E-01 0.45799E-01 0.23662E-01 0.13656E-03
69.25000 0.48758E+00 0.37859E+00 0.49558E-02 0.17502E-01 0.45572E-01 0.23391E-01 0.13250E-03
69.50000 0.48757E+00 0.37830E+00 0.50031E-02 0.17497E-01 0.45346E-01 0.24097E-01 0.12857E-03
69.75000 0.48755E+00 0.37799E+00 0.50506E-02 0.17505E-01 0.45127E-01 0.24830E-01 0.12475E-03
70.00000 0.48795E+00 0.37832E+00 0.50453E-02 0.17513E-01 0.44910E-01 0.24545E-01 0.12104E-03
70.25000 0.48835E+00 0.37865E+00 0.50413E-02 0.17518E-01 0.44693E-01 0.24264E-01 0.11745E-03
70.50000 0.48832E+00 0.37831E+00 0.50930E-02 0.17523E-01 0.44478E-01 0.25030E-01 0.11396E-03
70.75000 0.48826E+00 0.37793E+00 0.51450E-02 0.17542E-01 0.44269E-01 0.25826E-01 0.11057E-03
71.00000 0.48866E+00 0.37826E+00 0.51402E-02 0.17560E-01 0.44063E-01 0.25530E-01 0.10729E-03
71.25000 0.48906E+00 0.37857E+00 0.51369E-02 0.17575E-01 0.43856E-01 0.25238E-01 0.10410E-03
71.50000 0.48900E+00 0.37817E+00 0.51934E-02 0.17590E-01 0.43652E-01 0.26071E-01 0.10101E-03
71.75000 0.48891E+00 0.37774E+00 0.52503E-02 0.17620E-01 0.43455E-01 0.26937E-01 0.98009E-04
72.00000 0.48931E+00 0.37805E+00 0.52461E-02 0.17649E-01 0.43259E-01 0.26628E-01 0.95098E-04
72.25000 0.48971E+00 0.37835E+00 0.52435E-02 0.17675E-01 0.43063E-01 0.26323E-01 0.92275E-04
72.50000 0.48961E+00 0.37789E+00 0.53052E-02 0.17701E-01 0.42870E-01 0.27229E-01 0.89535E-04
72.75000 0.48949E+00 0.37738E+00 0.53675E-02 0.17742E-01 0.42684E-01 0.28173E-01 0.86879E-04
73.00000 0.48989E+00 0.37768E+00 0.53640E-02 0.17783E-01 0.42499E-01 0.27851E-01 0.84301E-04
73.25000 0.49029E+00 0.37798E+00 0.53620E-02 0.17820E-01 0.42315E-01 0.27531E-01 0.81802E-04
73.50000 0.49015E+00 0.37744E+00 0.54295E-02 0.17857E-01 0.42133E-01 0.28520E-01 0.79375E-04
73.75000 0.48998E+00 0.37686E+00 0.54977E-02 0.17911E-01 0.41958E-01 0.29550E-01 0.77024E-04
74.00000 0.49038E+00 0.37715E+00 0.54948E-02 0.17965E-01 0.41785E-01 0.29211E-01 0.74743E-04
74.25000 0.49079E+00 0.37744E+00 0.54935E-02 0.18014E-01 0.41612E-01 0.28877E-01 0.72531E-04
74.50000 0.49060E+00 0.37682E+00 0.55673E-02 0.18063E-01 0.41442E-01 0.29956E-01 0.70383E-04
74.75000 0.49039E+00 0.37616E+00 0.56421E-02 0.18130E-01 0.41279E-01 0.31082E-01 0.68304E-04
75.00000 0.49079E+00 0.37644E+00 0.56398E-02 0.18198E-01 0.41118E-01 0.30726E-01 0.66286E-04
75.25000 0.49119E+00 0.37672E+00 0.56392E-02 0.18260E-01 0.40957E-01 0.30374E-01 0.64329E-04
75.50000 0.49096E+00 0.37602E+00 0.57203E-02 0.18322E-01 0.40799E-01 0.31558E-01 0.62429E-04
75.75000 0.49069E+00 0.37527E+00 0.58026E-02 0.18404E-01 0.40648E-01 0.32798E-01 0.60592E-04
76.00000 0.49110E+00 0.37553E+00 0.58008E-02 0.18486E-01 0.40500E-01 0.32422E-01 0.58808E-04
76.25000 0.49150E+00 0.37580E+00 0.58010E-02 0.18562E-01 0.40351E-01 0.32050E-01 0.57079E-04
76.50000 0.49121E+00 0.37500E+00 0.58903E-02 0.18638E-01 0.40206E-01 0.33360E-01 0.55400E-04
76.75000 0.49088E+00 0.37414E+00 0.59812E-02 0.18736E-01 0.40068E-01 0.34732E-01 0.53776E-04
77.00000 0.49129E+00 0.37440E+00 0.59800E-02 0.18833E-01 0.39932E-01 0.34334E-01 0.52202E-04
77.25000 0.49170E+00 0.37465E+00 0.59807E-02 0.18924E-01 0.39797E-01 0.33940E-01 0.50673E-04
77.50000 0.49134E+00 0.37374E+00 0.60793E-02 0.19016E-01 0.39664E-01 0.35390E-01 0.49190E-04
77.75000 0.49094E+00 0.37276E+00 0.61798E-02 0.19131E-01 0.39540E-01 0.36912E-01 0.47758E-04
78.00000 0.49135E+00 0.37301E+00 0.61791E-02 0.19246E-01 0.39419E-01 0.36489E-01 0.46367E-04
78.25000 0.49177E+00 0.37326E+00 0.61804E-02 0.19355E-01 0.39297E-01 0.36071E-01 0.45018E-04
78.50000 0.49133E+00 0.37222E+00 0.62894E-02 0.19464E-01 0.39178E-01 0.37681E-01 0.43709E-04
78.75000 0.49085E+00 0.37110E+00 0.64006E-02 0.19598E-01 0.39069E-01 0.39374E-01 0.42445E-04
79.00000 0.49127E+00 0.37134E+00 0.64003E-02 0.19733E-01 0.38962E-01 0.38922E-01 0.41219E-04
79.25000 0.49169E+00 0.37158E+00 0.64021E-02 0.19860E-01 0.38855E-01 0.38476E-01 0.40029E-04
79.50000 0.49117E+00 0.37040E+00 0.65227E-02 0.19988E-01 0.38751E-01 0.40268E-01 0.38873E-04
79.75000 0.49059E+00 0.36914E+00 0.66461E-02 0.20144E-01 0.38656E-01 0.42155E-01 0.37759E-04
80.00000 0.49101E+00 0.36937E+00 0.66460E-02 0.20300E-01 0.38565E-01 0.41671E-01 0.36678E-04
80.25000 0.49144E+00 0.36960E+00 0.66483E-02 0.20449E-01 0.38474E-01 0.41193E-01 0.35629E-04
80.50000 0.49081E+00 0.36826E+00 0.67820E-02 0.20598E-01 0.38385E-01 0.43193E-01 0.34610E-04
80.75000 0.49013E+00 0.36683E+00 0.69190E-02 0.20778E-01 0.38308E-01 0.45301E-01 0.33629E-04
81.00000 0.49056E+00 0.36705E+00 0.69191E-02 0.20959E-01 0.38233E-01 0.44781E-01 0.32677E-04
81.25000 0.49098E+00 0.36727E+00 0.69218E-02 0.21131E-01 0.38158E-01 0.44267E-01 0.31752E-04
81.50000 0.49024E+00 0.36576E+00 0.70703E-02 0.21305E-01 0.38086E-01 0.46503E-01 0.30855E-04
81.75000 0.48943E+00 0.36414E+00 0.72226E-02 0.21512E-01 0.38027E-01 0.48864E-01 0.29991E-04
82.00000 0.48987E+00 0.36435E+00 0.72227E-02 0.21721E-01 0.37970E-01 0.48303E-01 0.29154E-04
82.25000 0.49030E+00 0.36456E+00 0.72257E-02 0.21919E-01 0.37913E-01 0.47749E-01 0.28339E-04
82.50000 0.48943E+00 0.36285E+00 0.73909E-02 0.22120E-01 0.37860E-01 0.50256E-01 0.27549E-04
82.75000 0.48847E+00 0.36102E+00 0.75606E-02 0.22358E-01 0.37820E-01 0.52905E-01 0.26790E-04
83.00000 0.48891E+00 0.36122E+00 0.75606E-02 0.22597E-01 0.37783E-01 0.52298E-01 0.26054E-04
83.25000 0.48934E+00 0.36142E+00 0.75636E-02 0.22826E-01 0.37746E-01 0.51698E-01 0.25338E-04
83.50000 0.48832E+00 0.35949E+00 0.77476E-02 0.23057E-01 0.37712E-01 0.54514E-01 0.24643E-04
83.75000 0.48719E+00 0.35742E+00 0.79371E-02 0.23330E-01 0.37693E-01 0.57495E-01 0.23976E-04
84.00000 0.48763E+00 0.35761E+00 0.79366E-02 0.23604E-01 0.37678E-01 0.56835E-01 0.23330E-04
84.25000 0.48808E+00 0.35780E+00 0.79395E-02 0.23867E-01 0.37663E-01 0.56183E-01 0.22701E-04
84.50000 0.48687E+00 0.35561E+00 0.81449E-02 0.24132E-01 0.37651E-01 0.59354E-01 0.22090E-04
84.75000 0.48555E+00 0.35327E+00 0.83566E-02 0.24444E-01 0.37656E-01 0.62715E-01 0.21506E-04
85.00000 0.48600E+00 0.35346E+00 0.83553E-02 0.24758E-01 0.37664E-01 0.61995E-01 0.20939E-04
85.25000 0.48644E+00 0.35364E+00 0.83577E-02 0.25059E-01 0.37673E-01 0.61283E-01 0.20387E-04
85.50000 0.48503E+00 0.35116E+00 0.85873E-02 0.25363E-01 0.37685E-01 0.64862E-01 0.19851E-04
85.75000 0.48348E+00 0.34852E+00 0.88242E-02 0.25720E-01 0.37716E-01 0.68658E-01 0.19340E-04
86.00000 0.48393E+00 0.34869E+00 0.88217E-02 0.26079E-01 0.37751E-01 0.67870E-01 0.18844E-04
86.25000 0.48439E+00 0.34886E+00 0.88232E-02 0.26424E-01 0.37786E-01 0.67090E-01 0.18361E-04
86.50000 0.48272E+00 0.34606E+00 0.90801E-02 0.26772E-01 0.37826E-01 0.71136E-01 0.17891E-04
86.75000 0.48091E+00 0.34307E+00 0.93454E-02 0.27180E-01 0.37886E-01 0.75432E-01 0.17445E-04
87.00000 0.48137E+00 0.34324E+00 0.93411E-02 0.27590E-01 0.37951E-01 0.74566E-01 0.17012E-04
87.25000 0.48183E+00 0.34340E+00 0.93412E-02 0.27985E-01 0.38016E-01 0.73709E-01 0.16589E-04
87.50000 0.47988E+00 0.34024E+00 0.96290E-02 0.28383E-01 0.38086E-01 0.78290E-01 0.16179E-04
87.75000 0.47776E+00 0.33685E+00 0.99264E-02 0.28849E-01 0.38179E-01 0.83159E-01 0.15791E-04
88.00000 0.47823E+00 0.33701E+00 0.99193E-02 0.29318E-01 0.38278E-01 0.82204E-01 0.15414E-04
88.25000 0.47869E+00 0.33717E+00 0.99173E-02 0.29769E-01 0.38377E-01 0.81259E-01 0.15045E-04
88.50000 0.47641E+00 0.33359E+00 0.10240E-01 0.30225E-01 0.38482E-01 0.86453E-01 0.14687E-04
88.75000 0.47393E+00 0.32977E+00 0.10573E-01 0.30756E-01 0.38612E-01 0.91978E-01 0.14350E-04
89.00000 0.47440E+00 0.32991E+00 0.10562E-01 0.31292E-01 0.38750E-01 0.90921E-01 0.14024E-04
89.25000 0.47487E+00 0.33006E+00 0.10557E-01 0.31808E-01 0.38887E-01 0.89876E-01 0.13703E-04
89.50000 0.47221E+00 0.32602E+00 0.10919E-01 0.32329E-01 0.39031E-01 0.95771E-01 0.13392E-04
89.75000 0.46931E+00 0.32171E+00 0.11292E-01 0.32936E-01 0.39205E-01 0.10204E+00 0.13101E-04
90.00000 0.46978E+00 0.32185E+00 0.11276E-01 0.33548E-01 0.39386E-01 0.10087E+00 0.12819E-04
90.25000 0.47026E+00 0.32198E+00 0.11267E-01 0.34137E-01 0.39568E-01 0.99711E-01 0.12541E-04
90.50000 0.46714E+00 0.31743E+00 0.11672E-01 0.34733E-01 0.39757E-01 0.10640E+00 0.12271E-04
90.75000 0.46375E+00 0.31258E+00 0.12090E-01 0.35426E-01 0.39981E-01 0.11353E+00 0.12020E-04
91.00000 0.46423E+00 0.31270E+00 0.12067E-01 0.36124E-01 0.40213E-01 0.11222E+00 0.11777E-04
91.25000 0.46472E+00 0.31282E+00 0.12051E-01 0.36797E-01 0.40445E-01 0.11093E+00 0.11537E-04
91.50000 0.46107E+00 0.30770E+00 0.12504E-01 0.37478E-01 0.40687E-01 0.11853E+00 0.11305E-04
91.75000 0.45711E+00 0.30225E+00 0.12972E-01 0.38269E-01 0.40968E-01 0.12662E+00 0.11091E-04
92.00000 0.45760E+00 0.30236E+00 0.12940E-01 0.39066E-01 0.41260E-01 0.12516E+00 0.10884E-04
92.25000 0.45809E+00 0.30247E+00 0.12915E-01 0.39834E-01 0.41551E-01 0.12372E+00 0.10678E-04
92.50000 0.45382E+00 0.29672E+00 0.13421E-01 0.40612E-01 0.41854E-01 0.13235E+00 0.10479E-04
92.75000 0.44919E+00 0.29061E+00 0.13942E-01 0.41513E-01 0.42202E-01 0.14151E+00 0.10299E-04
93.00000 0.44969E+00 0.29071E+00 0.13898E-01 0.42423E-01 0.42563E-01 0.13989E+00 0.10124E-04
93.25000 0.45018E+00 0.29080E+00 0.13862E-01 0.43300E-01 0.42923E-01 0.13829E+00 0.99503E-05
93.50000 0.44521E+00 0.28438E+00 0.14425E-01 0.44187E-01 0.43298E-01 0.14805E+00 0.97820E-05
93.75000 0.43980E+00 0.27757E+00 0.15003E-01 0.45214E-01 0.43724E-01 0.15842E+00 0.96324E-05
94.00000 0.44031E+00 0.27764E+00 0.14943E-01 0.46251E-01 0.44165E-01 0.15661E+00 0.94878E-05
94.25000 0.44081E+00 0.27772E+00 0.14891E-01 0.47250E-01 0.44607E-01 0.15481E+00 0.93430E-05
94.50000 0.43501E+00 0.27058E+00 0.15514E-01 0.48262E-01 0.45065E-01 0.16585E+00 0.92031E-05
94.75000 0.42872E+00 0.26303E+00 0.16153E-01 0.49430E-01 0.45583E-01 0.17753E+00 0.90820E-05
95.00000 0.42923E+00 0.26309E+00 0.16071E-01 0.50610E-01 0.46119E-01 0.17550E+00 0.89652E-05
95.25000 0.42974E+00 0.26315E+00 0.15999E-01 0.51747E-01 0.46656E-01 0.17350E+00 0.88474E-05
95.50000 0.42299E+00 0.25526E+00 0.16685E-01 0.52898E-01 0.47212E-01 0.18590E+00 0.87340E-05
95.75000 0.41570E+00 0.24696E+00 0.17385E-01 0.54225E-01 0.47839E-01 0.19901E+00 0.86396E-05
96.00000 0.41622E+00 0.24699E+00 0.17275E-01 0.55564E-01 0.48486E-01 0.19673E+00 0.85490E-05
96.25000 0.41674E+00 0.24703E+00 0.17176E-01 0.56855E-01 0.49134E-01 0.19449E+00 0.84567E-05
96.50000 0.40892E+00 0.23840E+00 0.17924E-01 0.58161E-01 0.49805E-01 0.20836E+00 0.83683E-05
96.75000 0.40050E+00 0.22936E+00 0.18682E-01 0.59663E-01 0.50559E-01 0.22296E+00 0.82992E-05
97.00000 0.40102E+00 0.22937E+00 0.18538E-01 0.61178E-01 0.51337E-01 0.22041E+00 0.82336E-05
97.25000 0.40155E+00 0.22938E+00 0.18405E-01 0.62639E-01 0.52116E-01 0.21790E+00 0.81657E-05
97.50000 0.39255E+00 0.22005E+00 0.19211E-01 0.64117E-01 0.52921E-01 0.23328E+00 0.81013E-05
97.75000 0.38288E+00 0.21032E+00 0.20021E-01 0.65809E-01 0.53824E-01 0.24939E+00 0.80566E-05
98.00000 0.38341E+00 0.21031E+00 0.19832E-01 0.67515E-01 0.54754E-01 0.24655E+00 0.80151E-05
98.25000 0.38395E+00 0.21029E+00 0.19656E-01 0.69162E-01 0.55685E-01 0.24374E+00 0.79708E-05
98.50000 0.37365E+00 0.20033E+00 0.20513E-01 0.70825E-01 0.56647E-01 0.26062E+00 0.79299E-05
98.75000 0.36265E+00 0.19004E+00 0.21364E-01 0.72722E-01 0.57721E-01 0.27820E+00 0.79091E-05
99.00000 0.36319E+00 0.18999E+00 0.21121E-01 0.74634E-01 0.58827E-01 0.27503E+00 0.78913E-05
99.25000 0.36374E+00 0.18994E+00 0.20891E-01 0.76477E-01 0.59934E-01 0.27190E+00 0.78703E-05
99.50000 0.35208E+00 0.17949E+00 0.21785E-01 0.78339E-01 0.61076E-01 0.29020E+00 0.78526E-05
99.75000 0.33970E+00 0.16880E+00 0.22658E-01 0.80451E-01 0.62347E-01 0.30909E+00 0.78554E-05
100.00000 0.34025E+00 0.16871E+00 0.22350E-01 0.82576E-01 0.63653E-01 0.30556E+00 0.78612E-05
100.25000 0.34081E+00 0.16864E+00 0.22056E-01 0.84627E-01 0.64960E-01 0.30209E+00 0.78635E-05
100.50000 0.32778E+00 0.15790E+00 0.22966E-01 0.86693E-01 0.66304E-01 0.32159E+00 0.78690E-05
100.75000 0.31405E+00 0.14705E+00 0.23839E-01 0.89024E-01 0.67796E-01 0.34152E+00 0.78955E-05
101.00000 0.31462E+00 0.14692E+00 0.23454E-01 0.91366E-01 0.69326E-01 0.33763E+00 0.79251E-05
101.25000 0.31518E+00 0.14681E+00 0.23087E-01 0.93625E-01 0.70854E-01 0.33379E+00 0.79510E-05
101.50000 0.30086E+00 0.13606E+00 0.23986E-01 0.95898E-01 0.72423E-01 0.35415E+00 0.79801E-05
101.75000 0.28592E+00 0.12533E+00 0.24828E-01 0.98444E-01 0.74155E-01 0.37472E+00 0.80306E-05
102.00000 0.28650E+00 0.12517E+00 0.24358E-01 0.10100E+00 0.75927E-01 0.37045E+00 0.80842E-05
102.25000 0.28707E+00 0.12503E+00 0.23910E-01 0.10346E+00 0.77692E-01 0.36624E+00 0.81340E-05
102.50000 0.27165E+00 0.11456E+00 0.24768E-01 0.10593E+00 0.79500E-01 0.38698E+00 0.81872E-05
102.75000 0.25576E+00 0.10428E+00 0.25544E-01 0.10867E+00 0.81486E-01 0.40763E+00 0.82619E-05
103.00000 0.25635E+00 0.10409E+00 0.24986E-01 0.11142E+00 0.83510E-01 0.40299E+00 0.83400E-05
103.25000 0.25694E+00 0.10392E+00 0.24454E-01 0.11406E+00 0.85519E-01 0.39840E+00 0.84142E-05
103.50000 0.24074E+00 0.94072E-01 0.25237E-01 0.11671E+00 0.87570E-01 0.41892E+00 0.84919E-05
103.75000 0.22430E+00 0.84553E-01 0.25914E-01 0.11963E+00 0.89808E-01 0.43899E+00 0.85911E-05
104.00000 0.22490E+00 0.84343E-01 0.25270E-01 0.12254E+00 0.92080E-01 0.43398E+00 0.86937E-05
104.25000 0.22551E+00 0.84159E-01 0.24660E-01 0.12534E+00 0.94327E-01 0.42904E+00 0.87927E-05
104.50000 0.20899E+00 0.75230E-01 0.25338E-01 0.12814E+00 0.96610E-01 0.44864E+00 0.88951E-05
104.75000 0.19251E+00 0.66752E-01 0.25887E-01 0.13118E+00 0.99083E-01 0.46742E+00 0.90187E-05
105.00000 0.19314E+00 0.66537E-01 0.25173E-01 0.13421E+00 0.10158E+00 0.46209E+00 0.91457E-05
105.25000 0.19376E+00 0.66354E-01 0.24498E-01 0.13712E+00 0.10404E+00 0.45682E+00 0.92694E-05
105.50000 0.17750E+00 0.58586E-01 0.25048E-01 0.14002E+00 0.10653E+00 0.47478E+00 0.93965E-05
105.75000 0.16159E+00 0.51344E-01 0.25454E-01 0.14314E+00 0.10920E+00 0.49158E+00 0.95439E-05
106.00000 0.16223E+00 0.51146E-01 0.24691E-01 0.14623E+00 0.11188E+00 0.48596E+00 0.96946E-05
106.25000 0.16287E+00 0.50987E-01 0.23978E-01 0.14921E+00 0.11451E+00 0.48042E+00 0.98423E-05
106.50000 0.14747E+00 0.44511E-01 0.24390E-01 0.15215E+00 0.11715E+00 0.49610E+00 0.99933E-05
106.75000 0.13272E+00 0.38581E-01 0.24652E-01 0.15529E+00 0.11996E+00 0.51039E+00 0.10163E-04
107.00000 0.13338E+00 0.38425E-01 0.23874E-01 0.15838E+00 0.12277E+00 0.50455E+00 0.10336E-04
107.25000 0.13404E+00 0.38315E-01 0.23153E-01 0.16135E+00 0.12551E+00 0.49878E+00 0.10507E-04
107.50000 0.12001E+00 0.33134E-01 0.23436E-01 0.16429E+00 0.12826E+00 0.51180E+00 0.10680E-04
107.75000 0.10685E+00 0.28467E-01 0.23572E-01 0.16737E+00 0.13115E+00 0.52328E+00 0.10871E-04
108.00000 0.10753E+00 0.28381E-01 0.22815E-01 0.17039E+00 0.13402E+00 0.51728E+00 0.11065E-04
108.25000 0.10821E+00 0.28344E-01 0.22121E-01 0.17330E+00 0.13681E+00 0.51136E+00 0.11256E-04
108.50000 0.95911E-01 0.24354E-01 0.22295E-01 0.17616E+00 0.13960E+00 0.52155E+00 0.11450E-04
108.75000 0.84605E-01 0.20814E-01 0.22334E-01 0.17912E+00 0.14250E+00 0.53020E+00 0.11659E-04
109.00000 0.85305E-01 0.20819E-01 0.21630E-01 0.18202E+00 0.14538E+00 0.52412E+00 0.11871E-04
109.25000 0.86005E-01 0.20876E-01 0.20990E-01 0.18481E+00 0.14817E+00 0.51811E+00 0.12080E-04
109.50000 0.75602E-01 0.17899E-01 0.21085E-01 0.18753E+00 0.15094E+00 0.52557E+00 0.12292E-04
109.75000 0.66214E-01 0.15295E-01 0.21059E-01 0.19032E+00 0.15381E+00 0.53159E+00 0.12517E-04
110.00000 0.66934E-01 0.15407E-01 0.20431E-01 0.19304E+00 0.15663E+00 0.52548E+00 0.12744E-04
110.25000 0.67655E-01 0.15572E-01 0.19865E-01 0.19564E+00 0.15938E+00 0.51945E+00 0.12969E-04
110.50000 0.59115E-01 0.13399E-01 0.19908E-01 0.19818E+00 0.16210E+00 0.52449E+00 0.13196E-04
110.75000 0.51535E-01 0.11558E-01 0.19847E-01 0.20076E+00 0.16486E+00 0.52825E+00 0.13434E-04
111.00000 0.52275E-01 0.11802E-01 0.19305E-01 0.20325E+00 0.16760E+00 0.52217E+00 0.13674E-04
111.25000 0.53015E-01 0.12080E-01 0.18821E-01 0.20564E+00 0.17028E+00 0.51617E+00 0.13911E-04
111.50000 0.46165E-01 0.10527E-01 0.18836E-01 0.20796E+00 0.17289E+00 0.51921E+00 0.14150E-04
111.75000 0.40171E-01 0.94192E-02 0.18758E-01 0.21029E+00 0.17535E+00 0.52117E+00 0.14398E-04
112.00000 0.40929E-01 0.99923E-02 0.18300E-01 0.21254E+00 0.17779E+00 0.51517E+00 0.14648E-04
112.25000 0.41688E-01 0.10481E-01 0.17899E-01 0.21468E+00 0.18028E+00 0.50924E+00 0.14895E-04
112.50000 0.36278E-01 0.93164E-02 0.17914E-01 0.21675E+00 0.18274E+00 0.51081E+00 0.15143E-04
112.75000 0.31597E-01 0.85706E-02 0.17848E-01 0.21882E+00 0.18502E+00 0.51149E+00 0.15399E-04
113.00000 0.32372E-01 0.93057E-02 0.17469E-01 0.22081E+00 0.18732E+00 0.50559E+00 0.15656E-04
113.25000 0.33148E-01 0.99271E-02 0.17142E-01 0.22269E+00 0.18970E+00 0.49976E+00 0.15911E-04
113.50000 0.28898E-01 0.89319E-02 0.17163E-01 0.22451E+00 0.19208E+00 0.50030E+00 0.16166E-04
113.75000 0.25255E-01 0.83245E-02 0.17112E-01 0.22631E+00 0.19429E+00 0.50009E+00 0.16428E-04
