time    Pop1        Pop2        Pop3        Pop4        Pop5        Pop6        Pop7
0.00000 0.20000E+00 0.10000E+00 0.10000E+00 0.10000E+00 0.10000E+00 0.10000E+00 0.10000E+00
0.25000 0.20225E+00 0.99208E-01 0.93968E-01 0.99292E-01 0.11018E+00 0.98037E-01 0.97901E-01
0.50000 0.20425E+00 0.98124E-01 0.87602E-01 0.98624E-01 0.12064E+00 0.96545E-01 0.95893E-01
0.75000 0.20625E+00 0.96976E-01 0.80982E-01 0.98004E-01 0.13122E+00 0.95117E-01 0.93984E-01
1.00000 0.20849E+00 0.95998E-01 0.74209E-01 0.97423E-01 0.14172E+00 0.93374E-01 0.92173E-01
1.25000 0.21071E+00 0.95108E-01 0.67432E-01 0.96879E-01 0.15195E+00 0.91698E-01 0.90464E-01
1.50000 0.21268E+00 0.94233E-01 0.60801E-01 0.96369E-01 0.16172E+00 0.90450E-01 0.88852E-01
1.75000 0.21465E+00 0.93589E-01 0.54417E-01 0.95897E-01 0.17083E+00 0.89244E-01 0.87335E-01
2.00000 0.21686E+00 0.93380E-01 0.48373E-01 0.95452E-01 0.17915E+00 0.87722E-01 0.85906E-01
2.25000 0.21904E+00 0.93504E-01 0.42774E-01 0.95029E-01 0.18654E+00 0.86249E-01 0.84557E-01
2.50000 0.22099E+00 0.93847E-01 0.37696E-01 0.94624E-01 0.19296E+00 0.85168E-01 0.83281E-01
2.75000 0.22294E+00 0.94552E-01 0.33149E-01 0.94239E-01 0.19838E+00 0.84116E-01 0.82068E-01
3.00000 0.22511E+00 0.95751E-01 0.29123E-01 0.93862E-01 0.20281E+00 0.82749E-01 0.80909E-01
3.25000 0.22727E+00 0.97286E-01 0.25622E-01 0.93490E-01 0.20631E+00 0.81417E-01 0.79796E-01
3.50000 0.22919E+00 0.98991E-01 0.22629E-01 0.93121E-01 0.20895E+00 0.80457E-01 0.78721E-01
3.75000 0.23111E+00 0.10096E+00 0.20081E-01 0.92756E-01 0.21083E+00 0.79518E-01 0.77676E-01
4.00000 0.23325E+00 0.10331E+00 0.17917E-01 0.92387E-01 0.21203E+00 0.78263E-01 0.76657E-01
4.25000 0.23538E+00 0.10585E+00 0.16104E-01 0.92013E-01 0.21265E+00 0.77037E-01 0.75659E-01
4.50000 0.23728E+00 0.10842E+00 0.14612E-01 0.91631E-01 0.21278E+00 0.76171E-01 0.74676E-01
4.75000 0.23918E+00 0.11111E+00 0.13374E-01 0.91247E-01 0.21251E+00 0.75321E-01 0.73705E-01
5.00000 0.24129E+00 0.11404E+00 0.12337E-01 0.90854E-01 0.21190E+00 0.74156E-01 0.72743E-01
5.25000 0.24338E+00 0.11705E+00 0.11484E-01 0.90450E-01 0.21102E+00 0.73015E-01 0.71789E-01
5.50000 0.24526E+00 0.11998E+00 0.10801E-01 0.90037E-01 0.20992E+00 0.72228E-01 0.70840E-01
5.75000 0.24714E+00 0.12293E+00 0.10239E-01 0.89619E-01 0.20867E+00 0.71454E-01 0.69896E-01
6.00000 0.24922E+00 0.12606E+00 0.97647E-02 0.89190E-01 0.20727E+00 0.70366E-01 0.68955E-01
6.25000 0.25128E+00 0.12920E+00 0.93769E-02 0.88751E-01 0.20578E+00 0.69300E-01 0.68018E-01
6.50000 0.25314E+00 0.13219E+00 0.90769E-02 0.88302E-01 0.20421E+00 0.68581E-01 0.67083E-01
6.75000 0.25499E+00 0.13517E+00 0.88302E-02 0.87849E-01 0.20260E+00 0.67873E-01 0.66150E-01
7.00000 0.25704E+00 0.13829E+00 0.86143E-02 0.87386E-01 0.20094E+00 0.66854E-01 0.65219E-01
7.25000 0.25907E+00 0.14139E+00 0.84381E-02 0.86914E-01 0.19927E+00 0.65855E-01 0.64291E-01
7.50000 0.26091E+00 0.14431E+00 0.83109E-02 0.86433E-01 0.19758E+00 0.65197E-01 0.63365E-01
7.75000 0.26274E+00 0.14720E+00 0.82054E-02 0.85950E-01 0.19590E+00 0.64549E-01 0.62442E-01
8.00000 0.26476E+00 0.15022E+00 0.81047E-02 0.85459E-01 0.19422E+00 0.63592E-01 0.61522E-01
8.25000 0.26676E+00 0.15320E+00 0.80223E-02 0.84960E-01 0.19254E+00 0.62653E-01 0.60605E-01
8.50000 0.26858E+00 0.15600E+00 0.79710E-02 0.84454E-01 0.19089E+00 0.62050E-01 0.59692E-01
8.75000 0.27039E+00 0.15876E+00 0.79272E-02 0.83946E-01 0.18925E+00 0.61456E-01 0.58782E-01
9.00000 0.27238E+00 0.16165E+00 0.78766E-02 0.83433E-01 0.18764E+00 0.60557E-01 0.57877E-01
9.25000 0.27435E+00 0.16449E+00 0.78346E-02 0.82914E-01 0.18605E+00 0.59673E-01 0.56977E-01
9.50000 0.27614E+00 0.16715E+00 0.78154E-02 0.82389E-01 0.18448E+00 0.59120E-01 0.56081E-01
9.75000 0.27793E+00 0.16976E+00 0.77975E-02 0.81865E-01 0.18294E+00 0.58575E-01 0.55191E-01
10.00000 0.27989E+00 0.17250E+00 0.77675E-02 0.81336E-01 0.18142E+00 0.57728E-01 0.54306E-01
10.25000 0.28183E+00 0.17520E+00 0.77417E-02 0.80803E-01 0.17993E+00 0.56896E-01 0.53427E-01
10.50000 0.28361E+00 0.17771E+00 0.77349E-02 0.80266E-01 0.17847E+00 0.56389E-01 0.52554E-01
10.75000 0.28537E+00 0.18018E+00 0.77265E-02 0.79730E-01 0.17703E+00 0.55888E-01 0.51688E-01
11.00000 0.28730E+00 0.18277E+00 0.77039E-02 0.79191E-01 0.17562E+00 0.55089E-01 0.50828E-01
11.25000 0.28922E+00 0.18533E+00 0.76833E-02 0.78650E-01 0.17423E+00 0.54304E-01 0.49976E-01
11.50000 0.29097E+00 0.18770E+00 0.76800E-02 0.78105E-01 0.17287E+00 0.53838E-01 0.49131E-01
11.75000 0.29271E+00 0.19003E+00 0.76738E-02 0.77563E-01 0.17153E+00 0.53378E-01 0.48293E-01
12.00000 0.29461E+00 0.19248E+00 0.76525E-02 0.77019E-01 0.17022E+00 0.52624E-01 0.47462E-01
12.25000 0.29650E+00 0.19490E+00 0.76324E-02 0.76473E-01 0.16893E+00 0.51883E-01 0.46640E-01
12.50000 0.29823E+00 0.19713E+00 0.76285E-02 0.75926E-01 0.16766E+00 0.51454E-01 0.45826E-01
12.75000 0.29995E+00 0.19933E+00 0.76214E-02 0.75382E-01 0.16642E+00 0.51032E-01 0.45020E-01
13.00000 0.30182E+00 0.20165E+00 0.75989E-02 0.74837E-01 0.16520E+00 0.50318E-01 0.44223E-01
13.25000 0.30368E+00 0.20394E+00 0.75772E-02 0.74290E-01 0.16400E+00 0.49617E-01 0.43434E-01
13.50000 0.30538E+00 0.20604E+00 0.75712E-02 0.73743E-01 0.16282E+00 0.49224E-01 0.42654E-01
13.75000 0.30708E+00 0.20811E+00 0.75618E-02 0.73201E-01 0.16166E+00 0.48835E-01 0.41882E-01
14.00000 0.30893E+00 0.21031E+00 0.75372E-02 0.72658E-01 0.16052E+00 0.48160E-01 0.41119E-01
14.25000 0.31076E+00 0.21248E+00 0.75131E-02 0.72114E-01 0.15939E+00 0.47495E-01 0.40366E-01
14.50000 0.31244E+00 0.21446E+00 0.75044E-02 0.71571E-01 0.15828E+00 0.47134E-01 0.39621E-01
14.75000 0.31412E+00 0.21641E+00 0.74925E-02 0.71032E-01 0.15720E+00 0.46777E-01 0.38886E-01
15.00000 0.31594E+00 0.21849E+00 0.74655E-02 0.70494E-01 0.15613E+00 0.46136E-01 0.38159E-01
15.25000 0.31774E+00 0.22055E+00 0.74390E-02 0.69956E-01 0.15507E+00 0.45506E-01 0.37443E-01
15.50000 0.31940E+00 0.22242E+00 0.74277E-02 0.69418E-01 0.15403E+00 0.45174E-01 0.36735E-01
15.75000 0.32105E+00 0.22426E+00 0.74133E-02 0.68886E-01 0.15301E+00 0.44846E-01 0.36037E-01
16.00000 0.32284E+00 0.22623E+00 0.73839E-02 0.68354E-01 0.15200E+00 0.44238E-01 0.35348E-01
16.25000 0.32462E+00 0.22818E+00 0.73552E-02 0.67823E-01 0.15101E+00 0.43639E-01 0.34669E-01
16.50000 0.32625E+00 0.22994E+00 0.73415E-02 0.67293E-01 0.15003E+00 0.43334E-01 0.33999E-01
16.75000 0.32788E+00 0.23167E+00 0.73249E-02 0.66768E-01 0.14906E+00 0.43033E-01 0.33338E-01
17.00000 0.32965E+00 0.23354E+00 0.72937E-02 0.66245E-01 0.14811E+00 0.42455E-01 0.32687E-01
17.25000 0.33140E+00 0.23539E+00 0.72630E-02 0.65723E-01 0.14717E+00 0.41885E-01 0.32046E-01
17.50000 0.33301E+00 0.23706E+00 0.72473E-02 0.65201E-01 0.14624E+00 0.41606E-01 0.31414E-01
17.75000 0.33462E+00 0.23869E+00 0.72288E-02 0.64686E-01 0.14532E+00 0.41330E-01 0.30791E-01
18.00000 0.33636E+00 0.24047E+00 0.71959E-02 0.64172E-01 0.14442E+00 0.40779E-01 0.30177E-01
18.25000 0.33808E+00 0.24222E+00 0.71637E-02 0.63660E-01 0.14352E+00 0.40237E-01 0.29573E-01
18.50000 0.33967E+00 0.24379E+00 0.71463E-02 0.63148E-01 0.14264E+00 0.39981E-01 0.28978E-01
18.75000 0.34126E+00 0.24534E+00 0.71263E-02 0.62643E-01 0.14176E+00 0.39728E-01 0.28392E-01
19.00000 0.34297E+00 0.24703E+00 0.70921E-02 0.62140E-01 0.14090E+00 0.39203E-01 0.27815E-01
19.25000 0.34467E+00 0.24869E+00 0.70587E-02 0.61638E-01 0.14004E+00 0.38685E-01 0.27248E-01
19.50000 0.34624E+00 0.25018E+00 0.70400E-02 0.61138E-01 0.13920E+00 0.38452E-01 0.26690E-01
19.75000 0.34780E+00 0.25164E+00 0.70189E-02 0.60644E-01 0.13836E+00 0.38221E-01 0.26140E-01
20.00000 0.34949E+00 0.25324E+00 0.69837E-02 0.60152E-01 0.13754E+00 0.37719E-01 0.25600E-01
20.25000 0.35117E+00 0.25482E+00 0.69493E-02 0.59662E-01 0.13672E+00 0.37225E-01 0.25069E-01
20.50000 0.35271E+00 0.25623E+00 0.69297E-02 0.59173E-01 0.13591E+00 0.37011E-01 0.24546E-01
20.75000 0.35425E+00 0.25761E+00 0.69078E-02 0.58691E-01 0.13510E+00 0.36801E-01 0.24032E-01
21.00000 0.35592E+00 0.25913E+00 0.68720E-02 0.58211E-01 0.13431E+00 0.36321E-01 0.23527E-01
21.25000 0.35757E+00 0.26064E+00 0.68370E-02 0.57732E-01 0.13352E+00 0.35848E-01 0.23030E-01
21.50000 0.35909E+00 0.26197E+00 0.68167E-02 0.57256E-01 0.13274E+00 0.35654E-01 0.22542E-01
21.75000 0.36061E+00 0.26327E+00 0.67943E-02 0.56786E-01 0.13197E+00 0.35462E-01 0.22062E-01
22.00000 0.36225E+00 0.26472E+00 0.67581E-02 0.56318E-01 0.13120E+00 0.35003E-01 0.21591E-01
22.25000 0.36388E+00 0.26616E+00 0.67228E-02 0.55852E-01 0.13044E+00 0.34551E-01 0.21128E-01
22.50000 0.36538E+00 0.26741E+00 0.67021E-02 0.55389E-01 0.12969E+00 0.34374E-01 0.20673E-01
22.75000 0.36687E+00 0.26865E+00 0.66794E-02 0.54931E-01 0.12894E+00 0.34200E-01 0.20227E-01
23.00000 0.36849E+00 0.27003E+00 0.66431E-02 0.54476E-01 0.12820E+00 0.33760E-01 0.19788E-01
23.25000 0.37009E+00 0.27140E+00 0.66076E-02 0.54023E-01 0.12747E+00 0.33327E-01 0.19357E-01
23.50000 0.37157E+00 0.27259E+00 0.65868E-02 0.53572E-01 0.12674E+00 0.33167E-01 0.18934E-01
23.75000 0.37304E+00 0.27376E+00 0.65641E-02 0.53127E-01 0.12601E+00 0.33010E-01 0.18519E-01
24.00000 0.37464E+00 0.27508E+00 0.65278E-02 0.52685E-01 0.12530E+00 0.32588E-01 0.18111E-01
24.25000 0.37622E+00 0.27638E+00 0.64924E-02 0.52245E-01 0.12458E+00 0.32171E-01 0.17711E-01
24.50000 0.37767E+00 0.27750E+00 0.64716E-02 0.51807E-01 0.12387E+00 0.32028E-01 0.17319E-01
24.75000 0.37913E+00 0.27862E+00 0.64491E-02 0.51375E-01 0.12317E+00 0.31887E-01 0.16934E-01
25.00000 0.38070E+00 0.27987E+00 0.64131E-02 0.50946E-01 0.12247E+00 0.31481E-01 0.16556E-01
25.25000 0.38226E+00 0.28111E+00 0.63780E-02 0.50518E-01 0.12178E+00 0.31081E-01 0.16185E-01
25.50000 0.38369E+00 0.28218E+00 0.63574E-02 0.50093E-01 0.12109E+00 0.30953E-01 0.15821E-01
25.75000 0.38512E+00 0.28323E+00 0.63352E-02 0.49675E-01 0.12041E+00 0.30827E-01 0.15465E-01
26.00000 0.38667E+00 0.28443E+00 0.62996E-02 0.49258E-01 0.11973E+00 0.30436E-01 0.15115E-01
26.25000 0.38820E+00 0.28561E+00 0.62649E-02 0.48844E-01 0.11905E+00 0.30051E-01 0.14772E-01
26.50000 0.38961E+00 0.28663E+00 0.62447E-02 0.48432E-01 0.11838E+00 0.29938E-01 0.14436E-01
26.75000 0.39102E+00 0.28763E+00 0.62230E-02 0.48027E-01 0.11771E+00 0.29826E-01 0.14106E-01
27.00000 0.39255E+00 0.28877E+00 0.61878E-02 0.47623E-01 0.11705E+00 0.29450E-01 0.13782E-01
27.25000 0.39406E+00 0.28990E+00 0.61536E-02 0.47222E-01 0.11639E+00 0.29079E-01 0.13466E-01
27.50000 0.39545E+00 0.29086E+00 0.61340E-02 0.46823E-01 0.11574E+00 0.28979E-01 0.13155E-01
27.75000 0.39684E+00 0.29181E+00 0.61129E-02 0.46430E-01 0.11508E+00 0.28881E-01 0.12851E-01
28.00000 0.39834E+00 0.29290E+00 0.60783E-02 0.46040E-01 0.11444E+00 0.28518E-01 0.12553E-01
28.25000 0.39983E+00 0.29398E+00 0.60447E-02 0.45652E-01 0.11379E+00 0.28161E-01 0.12260E-01
28.50000 0.40120E+00 0.29490E+00 0.60257E-02 0.45265E-01 0.11315E+00 0.28074E-01 0.11974E-01
28.75000 0.40256E+00 0.29579E+00 0.60053E-02 0.44886E-01 0.11251E+00 0.27989E-01 0.11694E-01
29.00000 0.40405E+00 0.29684E+00 0.59714E-02 0.44508E-01 0.11188E+00 0.27639E-01 0.11419E-01
29.25000 0.40552E+00 0.29787E+00 0.59385E-02 0.44133E-01 0.11125E+00 0.27294E-01 0.11150E-01
29.50000 0.40686E+00 0.29874E+00 0.59202E-02 0.43759E-01 0.11062E+00 0.27220E-01 0.10887E-01
29.75000 0.40820E+00 0.29959E+00 0.59006E-02 0.43392E-01 0.11000E+00 0.27148E-01 0.10629E-01
30.00000 0.40965E+00 0.30059E+00 0.58675E-02 0.43028E-01 0.10938E+00 0.26810E-01 0.10376E-01
30.25000 0.41104E+00 0.30159E+00 0.58356E-02 0.42667E-01 0.10876E+00 0.26477E-01 0.10129E-01
30.50000 0.41230E+00 0.30243E+00 0.58183E-02 0.42308E-01 0.10815E+00 0.26417E-01 0.98874E-02
30.75000 0.41356E+00 0.30324E+00 0.57997E-02 0.41955E-01 0.10755E+00 0.26357E-01 0.96507E-02
31.00000 0.41493E+00 0.30422E+00 0.57675E-02 0.41605E-01 0.10694E+00 0.26031E-01 0.94191E-02
31.25000 0.41624E+00 0.30519E+00 0.57365E-02 0.41258E-01 0.10634E+00 0.25710E-01 0.91927E-02
31.50000 0.41743E+00 0.30599E+00 0.57201E-02 0.40912E-01 0.10575E+00 0.25662E-01 0.89712E-02
31.75000 0.41862E+00 0.30677E+00 0.57025E-02 0.40573E-01 0.10516E+00 0.25615E-01 0.87543E-02
32.00000 0.41992E+00 0.30772E+00 0.56713E-02 0.40236E-01 0.10457E+00 0.25300E-01 0.85422E-02
32.25000 0.42116E+00 0.30866E+00 0.56411E-02 0.39902E-01 0.10398E+00 0.24990E-01 0.83349E-02
32.50000 0.42228E+00 0.30943E+00 0.56257E-02 0.39571E-01 0.10340E+00 0.24954E-01 0.81321E-02
32.75000 0.42340E+00 0.31018E+00 0.56090E-02 0.39245E-01 0.10282E+00 0.24919E-01 0.79336E-02
33.00000 0.42463E+00 0.31110E+00 0.55787E-02 0.38921E-01 0.10225E+00 0.24615E-01 0.77395E-02
33.25000 0.42580E+00 0.31201E+00 0.55495E-02 0.38600E-01 0.10168E+00 0.24315E-01 0.75499E-02
33.50000 0.42685E+00 0.31276E+00 0.55350E-02 0.38282E-01 0.10111E+00 0.24290E-01 0.73645E-02
33.75000 0.42790E+00 0.31349E+00 0.55194E-02 0.37969E-01 0.10054E+00 0.24267E-01 0.71831E-02
34.00000 0.42906E+00 0.31437E+00 0.54900E-02 0.37658E-01 0.99982E-01 0.23972E-01 0.70058E-02
34.25000 0.43017E+00 0.31526E+00 0.54616E-02 0.37350E-01 0.99424E-01 0.23681E-01 0.68326E-02
34.50000 0.43115E+00 0.31598E+00 0.54482E-02 0.37044E-01 0.98868E-01 0.23668E-01 0.66633E-02
34.75000 0.43213E+00 0.31668E+00 0.54336E-02 0.36744E-01 0.98317E-01 0.23656E-01 0.64976E-02
35.00000 0.43322E+00 0.31755E+00 0.54051E-02 0.36446E-01 0.97768E-01 0.23370E-01 0.63358E-02
35.25000 0.43426E+00 0.31842E+00 0.53777E-02 0.36150E-01 0.97223E-01 0.23089E-01 0.61778E-02
35.50000 0.43517E+00 0.31911E+00 0.53653E-02 0.35857E-01 0.96680E-01 0.23087E-01 0.60233E-02
35.75000 0.43608E+00 0.31979E+00 0.53517E-02 0.35569E-01 0.96141E-01 0.23086E-01 0.58723E-02
36.00000 0.43711E+00 0.32063E+00 0.53241E-02 0.35283E-01 0.95604E-01 0.22808E-01 0.57248E-02
36.25000 0.43808E+00 0.32148E+00 0.52976E-02 0.35000E-01 0.95071E-01 0.22535E-01 0.55808E-02
36.50000 0.43893E+00 0.32215E+00 0.52862E-02 0.34718E-01 0.94540E-01 0.22543E-01 0.54401E-02
36.75000 0.43977E+00 0.32281E+00 0.52738E-02 0.34442E-01 0.94013E-01 0.22554E-01 0.53026E-02
37.00000 0.44073E+00 0.32363E+00 0.52471E-02 0.34169E-01 0.93488E-01 0.22284E-01 0.51682E-02
37.25000 0.44164E+00 0.32446E+00 0.52214E-02 0.33897E-01 0.92967E-01 0.22018E-01 0.50371E-02
37.50000 0.44242E+00 0.32510E+00 0.52111E-02 0.33627E-01 0.92447E-01 0.22037E-01 0.49091E-02
37.75000 0.44320E+00 0.32574E+00 0.51997E-02 0.33363E-01 0.91932E-01 0.22058E-01 0.47839E-02
38.00000 0.44409E+00 0.32655E+00 0.51739E-02 0.33101E-01 0.91418E-01 0.21795E-01 0.46617E-02
38.25000 0.44493E+00 0.32736E+00 0.51491E-02 0.32841E-01 0.90909E-01 0.21536E-01 0.45425E-02
38.50000 0.44565E+00 0.32798E+00 0.51399E-02 0.32582E-01 0.90400E-01 0.21567E-01 0.44261E-02
38.75000 0.44636E+00 0.32860E+00 0.51296E-02 0.32330E-01 0.89896E-01 0.21598E-01 0.43124E-02
39.00000 0.44719E+00 0.32939E+00 0.51047E-02 0.32079E-01 0.89394E-01 0.21342E-01 0.42014E-02
39.25000 0.44797E+00 0.33019E+00 0.50808E-02 0.31830E-01 0.88896E-01 0.21090E-01 0.40931E-02
39.50000 0.44862E+00 0.33079E+00 0.50727E-02 0.31583E-01 0.88398E-01 0.21131E-01 0.39874E-02
39.75000 0.44926E+00 0.33139E+00 0.50635E-02 0.31341E-01 0.87905E-01 0.21173E-01 0.38841E-02
40.00000 0.45003E+00 0.33217E+00 0.50395E-02 0.31101E-01 0.87414E-01 0.20923E-01 0.37833E-02
40.25000 0.45074E+00 0.33295E+00 0.50164E-02 0.30863E-01 0.86926E-01 0.20677E-01 0.36851E-02
40.50000 0.45133E+00 0.33354E+00 0.50094E-02 0.30627E-01 0.86440E-01 0.20728E-01 0.35892E-02
40.75000 0.45191E+00 0.33412E+00 0.50014E-02 0.30396E-01 0.85958E-01 0.20781E-01 0.34955E-02
41.00000 0.45261E+00 0.33488E+00 0.49782E-02 0.30167E-01 0.85478E-01 0.20536E-01 0.34042E-02
41.25000 0.45326E+00 0.33564E+00 0.49560E-02 0.29939E-01 0.85001E-01 0.20296E-01 0.33151E-02
41.50000 0.45378E+00 0.33622E+00 0.49501E-02 0.29713E-01 0.84525E-01 0.20357E-01 0.32282E-02
41.75000 0.45430E+00 0.33678E+00 0.49432E-02 0.29493E-01 0.84054E-01 0.20421E-01 0.31433E-02
42.00000 0.45494E+00 0.33753E+00 0.49208E-02 0.29275E-01 0.83584E-01 0.20182E-01 0.30606E-02
42.25000 0.45553E+00 0.33829E+00 0.48995E-02 0.29057E-01 0.83118E-01 0.19946E-01 0.29799E-02
42.50000 0.45598E+00 0.33884E+00 0.48947E-02 0.28842E-01 0.82653E-01 0.20018E-01 0.29012E-02
42.75000 0.45644E+00 0.33939E+00 0.48889E-02 0.28632E-01 0.82192E-01 0.20092E-01 0.28244E-02
43.00000 0.45701E+00 0.34013E+00 0.48674E-02 0.28423E-01 0.81733E-01 0.19858E-01 0.27495E-02
43.25000 0.45754E+00 0.34087E+00 0.48469E-02 0.28216E-01 0.81277E-01 0.19627E-01 0.26765E-02
43.50000 0.45793E+00 0.34142E+00 0.48432E-02 0.28010E-01 0.80823E-01 0.19710E-01 0.26053E-02
43.75000 0.45832E+00 0.34195E+00 0.48386E-02 0.27810E-01 0.80372E-01 0.19795E-01 0.25359E-02
44.00000 0.45884E+00 0.34268E+00 0.48179E-02 0.27611E-01 0.79924E-01 0.19565E-01 0.24682E-02
44.25000 0.45931E+00 0.34341E+00 0.47982E-02 0.27414E-01 0.79478E-01 0.19339E-01 0.24022E-02
44.50000 0.45963E+00 0.34394E+00 0.47956E-02 0.27217E-01 0.79034E-01 0.19432E-01 0.23379E-02
44.75000 0.45996E+00 0.34446E+00 0.47922E-02 0.27027E-01 0.78594E-01 0.19528E-01 0.22752E-02
45.00000 0.46041E+00 0.34518E+00 0.47723E-02 0.26838E-01 0.78156E-01 0.19302E-01 0.22140E-02
45.25000 0.46082E+00 0.34590E+00 0.47533E-02 0.26650E-01 0.77721E-01 0.19079E-01 0.21544E-02
45.50000 0.46109E+00 0.34642E+00 0.47519E-02 0.26463E-01 0.77287E-01 0.19184E-01 0.20964E-02
45.75000 0.46135E+00 0.34692E+00 0.47497E-02 0.26282E-01 0.76857E-01 0.19290E-01 0.20397E-02
46.00000 0.46175E+00 0.34763E+00 0.47305E-02 0.26102E-01 0.76429E-01 0.19068E-01 0.19845E-02
46.25000 0.46213E+00 0.34834E+00 0.47123E-02 0.25923E-01 0.76002E-01 0.18849E-01 0.19308E-02
46.50000 0.46238E+00 0.34883E+00 0.47120E-02 0.25744E-01 0.75576E-01 0.18964E-01 0.18784E-02
46.75000 0.46261E+00 0.34931E+00 0.47108E-02 0.25572E-01 0.75155E-01 0.19083E-01 0.18273E-02
47.00000 0.46300E+00 0.35000E+00 0.46923E-02 0.25400E-01 0.74735E-01 0.18863E-01 0.17776E-02
47.25000 0.46338E+00 0.35069E+00 0.46747E-02 0.25228E-01 0.74315E-01 0.18646E-01 0.17291E-02
47.50000 0.46362E+00 0.35115E+00 0.46755E-02 0.25057E-01 0.73897E-01 0.18774E-01 0.16819E-02
47.75000 0.46386E+00 0.35161E+00 0.46755E-02 0.24892E-01 0.73483E-01 0.18904E-01 0.16359E-02
48.00000 0.46424E+00 0.35228E+00 0.46576E-02 0.24728E-01 0.73070E-01 0.18687E-01 0.15911E-02
48.25000 0.46463E+00 0.35294E+00 0.46405E-02 0.24564E-01 0.72658E-01 0.18472E-01 0.15475E-02
48.50000 0.46486E+00 0.35338E+00 0.46425E-02 0.24401E-01 0.72247E-01 0.18613E-01 0.15050E-02
48.75000 0.46510E+00 0.35381E+00 0.46437E-02 0.24244E-01 0.71841E-01 0.18756E-01 0.14635E-02
49.00000 0.46548E+00 0.35446E+00 0.46264E-02 0.24088E-01 0.71435E-01 0.18541E-01 0.14232E-02
49.25000 0.46587E+00 0.35510E+00 0.46100E-02 0.23931E-01 0.71031E-01 0.18328E-01 0.13839E-02
49.50000 0.46610E+00 0.35552E+00 0.46131E-02 0.23775E-01 0.70628E-01 0.18481E-01 0.13457E-02
49.75000 0.46633E+00 0.35592E+00 0.46155E-02 0.23626E-01 0.70229E-01 0.18638E-01 0.13084E-02
50.00000 0.46671E+00 0.35655E+00 0.45989E-02 0.23477E-01 0.69831E-01 0.18424E-01 0.12721E-02
50.25000 0.46710E+00 0.35717E+00 0.45831E-02 0.23328E-01 0.69434E-01 0.18212E-01 0.12368E-02
50.50000 0.46733E+00 0.35756E+00 0.45875E-02 0.23180E-01 0.69039E-01 0.18379E-01 0.12024E-02
50.75000 0.46755E+00 0.35793E+00 0.45912E-02 0.23038E-01 0.68647E-01 0.18550E-01 0.11690E-02
51.00000 0.46794E+00 0.35854E+00 0.45751E-02 0.22896E-01 0.68257E-01 0.18337E-01 0.11363E-02
51.25000 0.46833E+00 0.35915E+00 0.45599E-02 0.22755E-01 0.67868E-01 0.18126E-01 0.11046E-02
51.50000 0.46855E+00 0.35950E+00 0.45656E-02 0.22614E-01 0.67481E-01 0.18308E-01 0.10737E-02
51.75000 0.46877E+00 0.35985E+00 0.45706E-02 0.22479E-01 0.67097E-01 0.18493E-01 0.10437E-02
52.00000 0.46915E+00 0.36044E+00 0.45552E-02 0.22345E-01 0.66715E-01 0.18281E-01 0.10144E-02
52.25000 0.46954E+00 0.36103E+00 0.45406E-02 0.22211E-01 0.66334E-01 0.18071E-01 0.98592E-03
52.50000 0.46976E+00 0.36136E+00 0.45477E-02 0.22078E-01 0.65955E-01 0.18267E-01 0.95821E-03
52.75000 0.46997E+00 0.36168E+00 0.45541E-02 0.21950E-01 0.65579E-01 0.18468E-01 0.93122E-03
53.00000 0.47036E+00 0.36225E+00 0.45392E-02 0.21824E-01 0.65205E-01 0.18256E-01 0.90495E-03
53.25000 0.47075E+00 0.36282E+00 0.45252E-02 0.21697E-01 0.64832E-01 0.18047E-01 0.87941E-03
53.50000 0.47096E+00 0.36312E+00 0.45337E-02 0.21571E-01 0.64460E-01 0.18259E-01 0.85456E-03
53.75000 0.47117E+00 0.36341E+00 0.45415E-02 0.21451E-01 0.64093E-01 0.18476E-01 0.83036E-03
54.00000 0.47156E+00 0.36397E+00 0.45272E-02 0.21332E-01 0.63727E-01 0.18264E-01 0.80681E-03
54.25000 0.47195E+00 0.36452E+00 0.45138E-02 0.21212E-01 0.63363E-01 0.18055E-01 0.78392E-03
54.50000 0.47215E+00 0.36480E+00 0.45238E-02 0.21093E-01 0.62999E-01 0.18283E-01 0.76165E-03
54.75000 0.47235E+00 0.36506E+00 0.45331E-02 0.20980E-01 0.62640E-01 0.18518E-01 0.73997E-03
55.00000 0.47274E+00 0.36560E+00 0.45194E-02 0.20868E-01 0.62283E-01 0.18306E-01 0.71887E-03
55.25000 0.47313E+00 0.36614E+00 0.45065E-02 0.20756E-01 0.61926E-01 0.18096E-01 0.69838E-03
55.50000 0.47333E+00 0.36638E+00 0.45181E-02 0.20644E-01 0.61571E-01 0.18342E-01 0.67843E-03
55.75000 0.47352E+00 0.36661E+00 0.45290E-02 0.20539E-01 0.61221E-01 0.18595E-01 0.65902E-03
56.00000 0.47391E+00 0.36713E+00 0.45158E-02 0.20434E-01 0.60872E-01 0.18382E-01 0.64015E-03
56.25000 0.47430E+00 0.36765E+00 0.45035E-02 0.20329E-01 0.60523E-01 0.18171E-01 0.62180E-03
56.50000 0.47450E+00 0.36787E+00 0.45167E-02 0.20224E-01 0.60177E-01 0.18436E-01 0.60396E-03
56.75000 0.47468E+00 0.36807E+00 0.45293E-02 0.20126E-01 0.59835E-01 0.18709E-01 0.58660E-03
