98,2.64E+00,5.84E-02,3.56E+01,1.86E+02
99,2.60E+00,6.13E-02,4.06E+01,1.86E+02
100,1.95E+00,6.19E-02,4.03E+01,1.84E+02
101,1.30E+00,6.25E-02,4.00E+01,1.82E+02
102,1.31E+00,6.19E-02,3.95E+01,1.80E+02
103,1.33E+00,6.13E-02,3.90E+01,1.81E+02
104,1.34E+00,6.07E-02,2.50E+01,1.83E+02
105,1.36E+00,6.00E-02,1.10E+01,1.83E+02
106,1.37E+00,5.94E-02,1.74E+01,1.83E+02
107,1.38E+00,5.88E-02,2.38E+01,1.82E+02
108,1.40E+00,5.82E-02,3.70E+01,1.80E+02
109,1.41E+00,5.76E-02,3.70E+01,1.79E+02
110,1.43E+00,5.70E-02,3.65E+01,1.78E+02
111,2.58E+00,5.66E-02,3.41E+01,1.75E+02
112,3.74E+00,5.61E-02,3.16E+01,1.70E+02
113,4.89E+00,5.57E-02,3.35E+01,1.64E+02
114,6.05E+00,5.52E-02,3.53E+01,1.63E+02
115,5.60E+00,5.60E-02,3.49E+01,1.62E+02
116,5.14E+00,5.67E-02,3.45E+01,1.59E+02
117,4.69E+00,5.75E-02,3.35E+01,1.56E+02
118,4.23E+00,5.82E-02,3.26E+01,1.62E+02
119,3.78E+00,5.90E-02,3.35E+01,1.75E+02
120,3.32E+00,5.97E-02,3.32E+01,1.82E+02
121,3.13E+00,5.76E-02,3.30E+01,1.84E+02
122,2.93E+00,5.55E-02,3.26E+01,1.86E+02
123,2.73E+00,5.34E-02,3.22E+01,1.81E+02
124,1.58E+00,5.25E-02,3.19E+01,1.48E+02
125,4.29E-01,5.16E-02,3.15E+01,1.28E+02
126,7.22E-01,5.07E-02,2.29E+01,9.78E+01
127,1.01E+00,4.98E-02,1.43E+01,8.38E+01
128,1.31E+00,4.89E-02,1.05E+01,5.89E+01
129,1.60E+00,4.80E-02,3.05E+01,4.28E+01
130,1.89E+00,4.71E-02,3.02E+01,3.70E+01
131,2.59E+00,5.07E-02,1.93E+01,3.58E+01
132,3.29E+00,5.44E-02,2.95E+01,3.62E+01
133,3.22E+00,5.42E-02,2.93E+01,3.49E+01
134,3.16E+00,5.41E-02,2.90E+01,3.63E+01
135,2.78E+00,5.52E-02,2.88E+01,3.76E+01
136,2.41E+00,5.63E-02,2.86E+01,3.76E+01
137,2.15E+00,5.69E-02,1.80E+01,3.84E+01
138,1.89E+00,5.76E-02,7.42E+00,4.14E+01
139,1.63E+00,5.82E-02,2.79E+01,4.37E+01
140,2.82E+00,5.56E-02,2.78E+01,4.63E+01
141,4.00E+00,5.30E-02,9.39E+00,4.78E+01
142,5.19E+00,5.04E-02,2.55E+01,4.67E+01
143,6.37E+00,4.78E-02,2.69E+01,4.38E+01
144,6.09E+00,4.90E-02,2.00E+01,4.21E+01
145,5.80E+00,5.03E-02,1.31E+01,4.22E+01
146,5.52E+00,5.15E-02,1.71E+01,4.26E+01
147,5.23E+00,5.28E-02,2.11E+01,4.19E+01
148,4.94E+00,5.40E-02,2.07E+01,4.12E+01
149,4.66E+00,5.53E-02,2.03E+01,3.94E+01
150,4.37E+00,5.65E-02,2.58E+01,3.55E+01
151,4.09E+00,5.78E-02,2.54E+01,3.18E+01
152,4.19E+00,5.88E-02,2.49E+01,3.25E+01
153,4.29E+00,5.99E-02,2.22E+01,3.52E+01
154,4.40E+00,6.09E-02,1.95E+01,3.41E+01
155,4.50E+00,6.19E-02,2.22E+01,3.29E+01
156,4.60E+00,6.29E-02,2.48E+01,3.21E+01
157,4.71E+00,6.40E-02,1.92E+01,3.31E+01
158,4.81E+00,6.50E-02,1.35E+01,3.39E+01
159,4.91E+00,6.60E-02,2.46E+01,3.42E+01
160,5.01E+00,6.70E-02,1.48E+01,3.50E+01
161,5.12E+00,6.81E-02,2.38E+01,3.52E+01
162,5.22E+00,6.91E-02,1.34E+01,3.51E+01
163,5.32E+00,7.01E-02,1.58E+01,3.51E+01
164,5.43E+00,7.11E-02,1.97E+01,3.39E+01
165,5.53E+00,7.22E-02,2.37E+01,3.29E+01
166,5.63E+00,7.32E-02,1.92E+01,3.35E+01
167,5.74E+00,7.42E-02,1.47E+01,3.27E+01
168,5.84E+00,7.52E-02,1.63E+01,3.12E+01
169,5.94E+00,7.63E-02,1.78E+01,3.06E+01
170,6.05E+00,7.73E-02,1.71E+01,3.04E+01
171,6.15E+00,7.83E-02,2.38E+01,3.01E+01
172,6.25E+00,7.80E-02,2.39E+01,2.85E+01
173,6.36E+00,7.76E-02,2.36E+01,2.56E+01
174,5.42E+00,6.96E-02,2.36E+01,2.48E+01
175,5.26E+00,6.89E-02,1.86E+01,2.41E+01
176,5.10E+00,6.81E-02,1.35E+01,3.03E+01
177,4.94E+00,6.74E-02,1.81E+01,3.42E+01
178,4.78E+00,6.67E-02,2.27E+01,3.65E+01
179,4.62E+00,6.60E-02,2.34E+01,3.93E+01
180,4.46E+00,6.52E-02,2.40E+01,4.29E+01
181,4.30E+00,6.45E-02,1.20E+01,4.60E+01
182,4.14E+00,6.38E-02,1.07E+01,4.77E+01
183,3.98E+00,6.30E-02,9.42E+00,4.74E+01
184,3.82E+00,6.23E-02,2.35E+01,4.56E+01
185,3.66E+00,6.16E-02,6.72E+00,4.40E+01
186,3.50E+00,6.08E-02,8.00E+00,4.14E+01
187,3.34E+00,6.01E-02,9.29E+00,3.84E+01
188,3.18E+00,5.94E-02,1.54E+01,3.59E+01
189,3.02E+00,5.87E-02,2.14E+01,3.19E+01
190,2.87E+00,5.79E-02,2.23E+01,3.09E+01
191,2.71E+00,5.72E-02,2.32E+01,3.25E+01
192,2.55E+00,5.65E-02,2.41E+01,3.49E+01
193,2.39E+00,5.57E-02,2.50E+01,3.63E+01
194,2.23E+00,5.50E-02,2.53E+01,3.63E+01
195,4.30E+00,4.58E-02,2.55E+01,3.58E+01
196,4.46E+00,5.07E-02,2.55E+01,3.50E+01
197,3.50E+00,5.17E-02,1.87E+01,3.36E+01
198,2.54E+00,5.27E-02,1.19E+01,3.24E+01
199,1.58E+00,5.37E-02,1.88E+01,3.14E+01
200,6.25E-01,5.47E-02,2.56E+01,3.03E+01
201,1.30E+00,5.57E-02,2.03E+01,2.86E+01
202,1.98E+00,5.67E-02,1.51E+01,2.61E+01
203,2.66E+00,5.77E-02,2.69E+01,2.52E+01
204,3.34E+00,5.88E-02,2.46E+01,2.45E+01
205,4.01E+00,5.98E-02,2.33E+01,2.31E+01
206,4.69E+00,6.08E-02,9.69E+00,2.23E+01
207,5.37E+00,6.18E-02,1.19E+01,2.22E+01
208,6.05E+00,6.28E-02,1.99E+01,2.21E+01
209,6.73E+00,6.38E-02,2.80E+01,2.38E+01
210,6.04E+00,6.69E-02,2.58E+01,2.45E+01
211,5.35E+00,6.99E-02,2.37E+01,2.45E+01
212,4.66E+00,7.30E-02,2.21E+01,2.38E+01
213,3.97E+00,7.61E-02,2.04E+01,2.30E+01
214,3.28E+00,7.91E-02,1.87E+01,2.41E+01
215,2.59E+00,8.22E-02,2.95E+01,2.52E+01
216,2.66E+00,7.89E-02,2.98E+01,2.62E+01
217,2.72E+00,7.56E-02,2.26E+01,2.71E+01
218,2.79E+00,7.24E-02,2.84E+01,2.79E+01
219,2.85E+00,6.91E-02,2.96E+01,2.82E+01
220,2.92E+00,6.58E-02,3.08E+01,2.78E+01
221,2.98E+00,6.25E-02,2.00E+01,2.74E+01
222,3.04E+00,5.92E-02,9.17E+00,2.75E+01
223,3.11E+00,5.60E-02,2.02E+01,2.78E+01
224,3.17E+00,5.27E-02,3.12E+01,2.83E+01
225,3.24E+00,4.94E-02,3.21E+01,2.85E+01
226,3.30E+00,4.90E-02,2.52E+01,2.85E+01
227,3.37E+00,4.87E-02,3.29E+01,2.89E+01
228,3.43E+00,4.83E-02,2.73E+01,2.94E+01
229,3.50E+00,4.80E-02,2.18E+01,2.97E+01
230,3.56E+00,4.76E-02,2.41E+01,3.02E+01
231,3.62E+00,4.73E-02,2.65E+01,3.00E+01
232,3.69E+00,4.69E-02,2.64E+01,2.90E+01
233,3.75E+00,4.66E-02,2.62E+01,2.84E+01
234,3.82E+00,4.62E-02,3.51E+01,2.77E+01
235,4.16E+00,4.96E-02,2.44E+01,2.77E+01
236,4.49E+00,5.30E-02,2.02E+01,2.79E+01
237,4.83E+00,5.64E-02,3.62E+01,2.79E+01
238,5.17E+00,5.25E-02,3.65E+01,2.79E+01
239,5.02E+00,5.50E-02,3.02E+01,2.80E+01
240,4.87E+00,5.76E-02,2.38E+01,2.78E+01
241,4.73E+00,6.01E-02,3.02E+01,2.77E+01
242,4.58E+00,6.27E-02,3.67E+01,2.75E+01
243,4.44E+00,6.52E-02,3.77E+01,2.75E+01
244,4.29E+00,6.77E-02,3.87E+01,2.81E+01
245,4.14E+00,7.03E-02,3.93E+01,3.10E+01
246,4.00E+00,7.28E-02,1.68E+01,3.29E+01
247,3.85E+00,7.53E-02,3.97E+01,3.25E+01
248,5.04E+00,7.40E-02,3.97E+01,3.28E+01
249,6.24E+00,6.68E-02,4.01E+01,3.26E+01
250,7.48E+00,5.91E-02,4.05E+01,3.16E+01
251,8.73E+00,5.15E-02,4.09E+01,3.16E+01
252,8.11E+00,4.68E-02,4.12E+01,3.21E+01
253,7.49E+00,4.21E-02,4.15E+01,3.21E+01
254,7.29E+00,4.46E-02,4.08E+01,3.25E+01
255,7.10E+00,4.70E-02,4.01E+01,3.26E+01
256,6.90E+00,4.94E-02,4.27E+01,3.25E+01
257,6.70E+00,5.22E-02,4.29E+01,3.27E+01
258,6.51E+00,5.49E-02,4.35E+01,3.34E+01
259,6.31E+00,5.46E-02,4.24E+01,3.46E+01
260,6.33E+00,5.43E-02,4.41E+01,3.54E+01
261,6.34E+00,5.41E-02,4.45E+01,3.64E+01
262,6.36E+00,5.38E-02,4.49E+01,3.76E+01
263,6.37E+00,5.35E-02,3.33E+01,3.88E+01
264,6.39E+00,5.32E-02,2.17E+01,3.97E+01
265,6.40E+00,5.30E-02,4.63E+01,3.95E+01
266,6.42E+00,5.27E-02,4.66E+01,3.92E+01
267,6.20E+00,5.38E-02,4.52E+01,3.88E+01
268,5.98E+00,5.49E-02,4.73E+01,3.96E+01
269,5.76E+00,5.60E-02,4.61E+01,4.07E+01
270,5.54E+00,5.71E-02,4.11E+01,4.18E+01
271,5.33E+00,5.82E-02,3.60E+01,4.20E+01
272,5.11E+00,5.94E-02,2.44E+01,4.19E+01
273,4.89E+00,6.05E-02,1.28E+01,4.13E+01
274,4.67E+00,6.16E-02,3.13E+01,4.04E+01
275,4.45E+00,6.27E-02,4.99E+01,4.05E+01
276,4.23E+00,6.38E-02,5.03E+01,4.06E+01
277,4.01E+00,6.00E-02,3.03E+01,4.11E+01
278,3.79E+00,5.63E-02,4.36E+01,4.26E+01
279,3.58E+00,5.25E-02,5.16E+01,4.36E+01
280,5.23E+00,4.94E-02,5.19E+01,4.57E+01
281,5.04E+00,4.79E-02,5.15E+01,4.79E+01
282,4.84E+00,4.65E-02,5.11E+01,4.86E+01
283,4.65E+00,4.50E-02,5.22E+01,4.89E+01
284,4.45E+00,4.35E-02,5.32E+01,4.93E+01
285,4.25E+00,4.20E-02,4.92E+01,4.89E+01
286,4.06E+00,4.06E-02,4.52E+01,4.94E+01
287,3.86E+00,3.91E-02,4.52E+01,5.00E+01
288,3.67E+00,3.76E-02,5.47E+01,5.00E+01
289,3.51E+00,4.07E-02,4.02E+01,4.97E+01
290,3.35E+00,4.37E-02,3.74E+01,5.01E+01
291,3.19E+00,4.68E-02,3.47E+01,5.12E+01
292,3.04E+00,4.98E-02,4.55E+01,5.16E+01
293,2.88E+00,5.29E-02,5.63E+01,5.21E+01
294,3.93E+00,4.56E-02,5.66E+01,5.36E+01
295,4.99E+00,3.83E-02,5.70E+01,5.53E+01
296,4.12E+00,4.40E-02,5.73E+01,5.54E+01
297,3.25E+00,4.98E-02,5.76E+01,5.76E+01
298,3.06E+00,4.78E-02,5.66E+01,5.87E+01
299,2.87E+00,4.59E-02,5.83E+01,5.96E+01
300,2.69E+00,4.39E-02,3.74E+01,5.96E+01
301,2.50E+00,4.19E-02,5.74E+01,5.99E+01
302,2.31E+00,3.99E-02,5.91E+01,6.06E+01
303,2.49E+00,3.75E-02,5.94E+01,6.21E+01
304,2.68E+00,3.51E-02,5.97E+01,6.39E+01
305,3.07E+00,3.60E-02,6.00E+01,6.45E+01
306,3.47E+00,3.70E-02,6.02E+01,6.51E+01
307,3.86E+00,3.79E-02,5.89E+01,6.52E+01
308,4.26E+00,3.89E-02,5.76E+01,6.61E+01
309,4.65E+00,3.98E-02,5.45E+01,6.70E+01
310,5.05E+00,4.08E-02,3.38E+01,6.82E+01
311,5.45E+00,4.17E-02,6.12E+01,6.76E+01
312,4.93E+00,4.16E-02,6.15E+01,7.23E+01
313,4.42E+00,4.15E-02,6.17E+01,7.51E+01
314,4.38E+00,4.16E-02,6.20E+01,7.74E+01
315,4.34E+00,4.18E-02,6.23E+01,7.93E+01
316,4.29E+00,4.19E-02,3.96E+01,7.96E+01
317,4.25E+00,4.21E-02,1.68E+01,7.81E+01
318,4.21E+00,4.23E-02,6.14E+01,7.55E+01
319,4.17E+00,4.24E-02,6.31E+01,7.29E+01
320,4.00E+00,4.32E-02,3.61E+01,7.10E+01
321,3.83E+00,4.40E-02,3.60E+01,7.27E+01
322,3.66E+00,4.47E-02,3.59E+01,7.45E+01
323,3.49E+00,4.55E-02,3.59E+01,7.63E+01
324,3.32E+00,4.63E-02,3.58E+01,7.81E+01
325,3.15E+00,4.71E-02,3.57E+01,7.98E+01
326,2.98E+00,4.78E-02,3.57E+01,8.03E+01
327,2.81E+00,4.86E-02,5.02E+01,8.36E+01
328,2.64E+00,4.94E-02,6.48E+01,8.56E+01
329,2.78E+00,4.66E-02,6.33E+01,8.65E+01
330,2.92E+00,4.37E-02,6.09E+01,8.63E+01
331,3.06E+00,4.09E-02,6.51E+01,8.49E+01
332,5.19E+00,3.29E-02,6.53E+01,8.37E+01
333,2.16E+00,4.70E-02,6.56E+01,8.28E+01
334,2.34E+00,4.68E-02,6.57E+01,8.09E+01
335,2.53E+00,4.67E-02,6.58E+01,8.17E+01
336,2.71E+00,4.65E-02,6.59E+01,8.39E+01
337,2.89E+00,4.64E-02,6.60E+01,8.48E+01
338,2.86E+00,4.19E-02,5.02E+01,8.53E+01
339,2.82E+00,3.74E-02,3.44E+01,8.56E+01
340,2.79E+00,3.30E-02,4.60E+01,8.56E+01
341,2.75E+00,2.85E-02,6.58E+01,8.53E+01
342,2.31E+00,2.99E-02,6.62E+01,8.48E+01
343,2.52E+00,3.26E-02,5.52E+01,8.43E+01
344,2.73E+00,3.53E-02,4.42E+01,8.43E+01
345,2.94E+00,3.80E-02,5.54E+01,8.39E+01
346,3.15E+00,4.07E-02,6.65E+01,8.31E+01
347,3.18E+00,3.79E-02,6.64E+01,8.35E+01
348,3.21E+00,3.50E-02,6.63E+01,8.29E+01
349,3.45E+00,3.50E-02,6.65E+01,8.10E+01
350,3.69E+00,3.49E-02,6.67E+01,8.23E+01
351,3.61E+00,3.80E-02,6.68E+01,8.10E+01
352,3.53E+00,4.11E-02,6.69E+01,7.97E+01
353,3.45E+00,4.42E-02,6.70E+01,8.11E+01
354,3.33E+00,4.33E-02,6.70E+01,8.04E+01
355,3.20E+00,4.24E-02,6.71E+01,8.00E+01
356,3.22E+00,4.24E-02,6.71E+01,8.04E+01
357,3.25E+00,4.25E-02,6.70E+01,8.08E+01
358,3.33E+00,4.04E-02,6.44E+01,8.17E+01
359,3.42E+00,3.82E-02,6.18E+01,8.28E+01
360,3.50E+00,3.60E-02,6.67E+01,8.39E+01
361,3.72E+00,3.43E-02,6.68E+01,8.52E+01
362,3.98E+00,3.17E-02,6.68E+01,8.58E+01
363,4.43E+00,2.67E-02,6.68E+01,8.70E+01
364,3.65E+00,3.54E-02,5.33E+01,8.85E+01
365,2.87E+00,4.41E-02,5.99E+01,8.95E+01
366,2.09E+00,5.27E-02,6.66E+01,9.36E+01
367,2.68E+00,4.55E-02,6.67E+01,9.48E+01
368,3.27E+00,3.83E-02,6.67E+01,9.62E+01
369,1.48E+00,4.89E-02,6.68E+01,9.75E+01
370,2.51E+00,4.25E-02,6.64E+01,9.90E+01
371,3.54E+00,3.60E-02,6.64E+01,1.01E+02
372,4.43E+00,3.16E-02,6.63E+01,1.04E+02
373,2.82E+00,3.49E-02,6.63E+01,1.06E+02
374,3.24E+00,3.82E-02,6.64E+01,1.08E+02
375,3.65E+00,4.15E-02,6.64E+01,1.09E+02
376,3.64E+00,4.07E-02,6.63E+01,1.09E+02
377,3.63E+00,3.99E-02,6.62E+01,1.12E+02
378,3.62E+00,3.92E-02,6.17E+01,1.12E+02
379,3.61E+00,3.84E-02,5.73E+01,1.12E+02
380,3.60E+00,3.76E-02,6.56E+01,1.12E+02
381,4.43E+00,3.96E-02,6.55E+01,1.10E+02
382,4.61E+00,4.62E-02,6.54E+01,1.11E+02
383,3.97E+00,4.66E-02,6.53E+01,1.11E+02
384,3.47E+00,4.02E-02,6.51E+01,1.11E+02
385,2.95E+00,4.19E-02,6.50E+01,1.11E+02
386,2.43E+00,4.35E-02,6.49E+01,1.11E+02
387,2.13E+00,4.30E-02,6.46E+01,1.11E+02
388,1.84E+00,4.24E-02,6.44E+01,1.12E+02
389,1.92E+00,3.94E-02,6.25E+01,1.13E+02
390,2.00E+00,3.65E-02,6.07E+01,1.13E+02
391,2.08E+00,3.35E-02,5.88E+01,1.14E+02
392,2.17E+00,3.06E-02,5.69E+01,1.18E+02
393,2.25E+00,2.76E-02,6.36E+01,1.19E+02
394,2.66E+00,2.79E-02,6.11E+01,1.19E+02
395,3.08E+00,2.81E-02,6.31E+01,1.21E+02
396,2.76E+00,3.38E-02,6.32E+01,1.23E+02
397,2.44E+00,3.94E-02,6.32E+01,1.28E+02
398,2.12E+00,4.51E-02,6.29E+01,1.34E+02
399,1.81E+00,5.07E-02,6.27E+01,1.32E+02
400,2.22E+00,5.00E-02,6.25E+01,1.33E+02
401,2.64E+00,4.93E-02,6.23E+01,1.33E+02
402,2.82E+00,4.55E-02,6.19E+01,1.35E+02
403,4.17E+00,3.14E-02,6.17E+01,1.41E+02
404,3.40E+00,3.39E-02,6.15E+01,1.41E+02
405,3.62E+00,3.86E-02,6.12E+01,1.42E+02
406,3.85E+00,4.32E-02,6.10E+01,1.44E+02
407,3.06E+00,4.65E-02,6.07E+01,1.46E+02
408,2.27E+00,4.97E-02,6.04E+01,1.48E+02
409,3.69E+00,4.53E-02,6.01E+01,1.54E+02
410,5.10E+00,4.09E-02,5.99E+01,1.55E+02
411,2.87E+00,4.46E-02,5.97E+01,1.56E+02
412,3.51E+00,3.25E-02,5.93E+01,1.58E+02
413,3.76E+00,4.20E-02,5.89E+01,1.60E+02
414,3.58E+00,3.80E-02,5.86E+01,1.60E+02
415,3.08E+00,3.89E-02,5.84E+01,1.60E+02
416,2.54E+00,4.50E-02,5.81E+01,1.60E+02
417,1.99E+00,5.10E-02,5.78E+01,1.60E+02
418,2.24E+00,4.36E-02,5.74E+01,1.54E+02
419,2.49E+00,3.62E-02,5.71E+01,1.43E+02
420,3.48E+00,3.31E-02,3.97E+01,1.46E+02
421,4.47E+00,3.01E-02,2.23E+01,1.46E+02
422,5.47E+00,2.70E-02,5.62E+01,1.50E+02
423,6.49E+00,2.93E-02,5.59E+01,1.59E+02
424,2.66E+00,2.86E-02,5.56E+01,1.62E+02
425,2.64E+00,3.21E-02,5.52E+01,1.64E+02
426,2.62E+00,3.56E-02,5.48E+01,1.67E+02
427,2.21E+00,4.11E-02,5.47E+01,1.69E+02
428,1.80E+00,4.65E-02,5.46E+01,1.70E+02
429,2.26E+00,4.32E-02,5.42E+01,1.72E+02
430,2.72E+00,3.99E-02,5.38E+01,1.73E+02
431,4.15E+00,4.00E-02,5.35E+01,1.73E+02
432,3.09E+00,4.08E-02,5.14E+01,1.75E+02
433,2.03E+00,4.16E-02,5.28E+01,1.78E+02
434,1.76E+00,4.20E-02,5.09E+01,1.80E+02
435,2.82E+00,4.25E-02,5.20E+01,1.81E+02
436,2.52E+00,4.41E-02,4.78E+01,1.83E+02
437,2.22E+00,4.58E-02,4.37E+01,1.84E+02
438,1.93E+00,4.74E-02,4.70E+01,1.85E+02
439,1.63E+00,4.91E-02,5.04E+01,1.85E+02
440,1.79E+00,5.16E-02,5.00E+01,1.86E+02
441,1.94E+00,5.42E-02,4.97E+01,1.87E+02
442,1.56E+00,5.67E-02,2.08E+01,1.87E+02
443,1.18E+00,5.92E-02,1.47E+01,1.86E+02
444,7.95E-01,6.16E-02,3.53E+01,1.85E+02
445,4.12E-01,6.41E-02,4.82E+01,1.83E+02
446,2.84E-02,6.66E-02,4.76E+01,1.82E+02
447,1.13E+00,6.91E-02,4.04E+01,1.80E+02
448,2.22E+00,7.16E-02,3.33E+01,1.77E+02
449,3.32E+00,7.40E-02,3.72E+01,1.73E+02
450,4.42E+00,7.65E-02,4.12E+01,1.72E+02
451,5.52E+00,7.90E-02,4.60E+01,1.71E+02
452,4.05E+00,6.38E-02,4.55E+01,1.69E+02
453,3.77E+00,6.95E-02,4.51E+01,1.70E+02
454,3.73E+00,6.46E-02,4.46E+01,1.70E+02
455,3.68E+00,5.96E-02,4.42E+01,1.70E+02
456,3.64E+00,5.47E-02,4.38E+01,1.70E+02
457,3.59E+00,4.97E-02,4.34E+01,1.69E+02
458,2.95E+00,4.54E-02,4.31E+01,1.70E+02
459,2.31E+00,4.12E-02,4.27E+01,1.70E+02
460,2.29E+00,4.18E-02,4.23E+01,1.73E+02
461,2.28E+00,4.25E-02,4.19E+01,1.76E+02
462,2.22E+00,4.32E-02,3.81E+01,1.77E+02
463,2.16E+00,4.39E-02,3.43E+01,1.77E+02
464,2.10E+00,4.46E-02,3.04E+01,1.77E+02
465,2.05E+00,4.53E-02,4.01E+01,1.78E+02
466,1.99E+00,4.60E-02,3.99E+01,1.78E+02
467,2.09E+00,3.90E-02,3.96E+01,1.78E+02
468,2.20E+00,3.20E-02,3.92E+01,1.80E+02
469,2.13E+00,3.21E-02,3.86E+01,1.81E+02
